Kommun;År;Indikator;Värde
Lkpg-Nkpg;2021;Vuxen_bef (Beräkning Folkmängd);37.96570801812991
Lkpg-Nkpg;2022;Vuxen_bef (Beräkning Folkmängd);38.19617502637968
Lkpg-Nkpg;2023;Vuxen_bef (Beräkning Folkmängd);38.32330348373309
Lkpg-Nkpg;2024;Vuxen_bef (Beräkning Folkmängd);38.236825711227894
Lkpg-Nkpg;2025;Vuxen_bef (Beräkning Folkmängd);38.13051033911006
Lund;2000;Vuxen_bef (Beräkning Folkmängd);39.80373529530662
Lund;2001;Vuxen_bef (Beräkning Folkmängd);39.89982132460702
Lund;2002;Vuxen_bef (Beräkning Folkmängd);39.626700663333395
Lund;2003;Vuxen_bef (Beräkning Folkmängd);39.27422149611367
Lund;2004;Vuxen_bef (Beräkning Folkmängd);38.77227058951125
Lund;2005;Vuxen_bef (Beräkning Folkmängd);38.51472270846983
Lund;2006;Vuxen_bef (Beräkning Folkmängd);38.018705342447184
Lund;2007;Vuxen_bef (Beräkning Folkmängd);37.67357483426096
Lund;2008;Vuxen_bef (Beräkning Folkmängd);37.31125001164405
Lund;2009;Vuxen_bef (Beräkning Folkmängd);37.04911724554958
Lund;2010;Vuxen_bef (Beräkning Folkmängd);36.4863152559554
Lund;2011;Vuxen_bef (Beräkning Folkmängd);36.24021635950066
Lund;2012;Vuxen_bef (Beräkning Folkmängd);36.191235059760956
Lund;2013;Vuxen_bef (Beräkning Folkmängd);35.973086244761184
Lund;2014;Vuxen_bef (Beräkning Folkmängd);35.911630794701985
Lund;2015;Vuxen_bef (Beräkning Folkmängd);35.76185014636151
Lund;2016;Vuxen_bef (Beräkning Folkmängd);35.84383594000439
Lund;2017;Vuxen_bef (Beräkning Folkmängd);35.96483994920593
Lund;2018;Vuxen_bef (Beräkning Folkmängd);36.017666005140384
Lund;2019;Vuxen_bef (Beräkning Folkmängd);36.035538480009606
Lund;2020;Vuxen_bef (Beräkning Folkmängd);35.96048943552933
Lund;2021;Vuxen_bef (Beräkning Folkmängd);36.071159402085165
Lund;2022;Vuxen_bef (Beräkning Folkmängd);36.14391201395812
Lund;2023;Vuxen_bef (Beräkning Folkmängd);35.935773056613044
Lund;2024;Vuxen_bef (Beräkning Folkmängd);35.508017326544575
Lund;2025;Vuxen_bef (Beräkning Folkmängd);35.2323305600266
Länet exkl Linköping;2000;Vuxen_bef (Beräkning Folkmängd);40.68237129597343
Länet exkl Linköping;2001;Vuxen_bef (Beräkning Folkmängd);40.77154683031287
Länet exkl Linköping;2002;Vuxen_bef (Beräkning Folkmängd);40.760205767821475
Länet exkl Linköping;2003;Vuxen_bef (Beräkning Folkmängd);40.595192811466056
Länet exkl Linköping;2004;Vuxen_bef (Beräkning Folkmängd);40.33997663735586
Länet exkl Linköping;2005;Vuxen_bef (Beräkning Folkmängd);39.99648325779515
Länet exkl Linköping;2006;Vuxen_bef (Beräkning Folkmängd);39.535624548116225
Länet exkl Linköping;2007;Vuxen_bef (Beräkning Folkmängd);39.173875525064005
Länet exkl Linköping;2008;Vuxen_bef (Beräkning Folkmängd);38.753528186387776
Länet exkl Linköping;2009;Vuxen_bef (Beräkning Folkmängd);38.320420939323554
Länet exkl Linköping;2010;Vuxen_bef (Beräkning Folkmängd);38.00074851885067
Länet exkl Linköping;2011;Vuxen_bef (Beräkning Folkmängd);37.81018604995401
Länet exkl Linköping;2012;Vuxen_bef (Beräkning Folkmängd);37.53238239799764
Länet exkl Linköping;2013;Vuxen_bef (Beräkning Folkmängd);37.192938542514064
Länet exkl Linköping;2014;Vuxen_bef (Beräkning Folkmängd);36.99900766304648
Länet exkl Linköping;2015;Vuxen_bef (Beräkning Folkmängd);36.8745622576402
Länet exkl Linköping;2016;Vuxen_bef (Beräkning Folkmängd);36.850294308240635
Länet exkl Linköping;2017;Vuxen_bef (Beräkning Folkmängd);36.81666755860002
Länet exkl Linköping;2018;Vuxen_bef (Beräkning Folkmängd);36.893152198144065
Länet exkl Linköping;2019;Vuxen_bef (Beräkning Folkmängd);36.95196466122654
Länet exkl Linköping;2020;Vuxen_bef (Beräkning Folkmängd);37.23350807491192
Länet exkl Linköping;2021;Vuxen_bef (Beräkning Folkmängd);37.483767674742005
Länet exkl Linköping;2022;Vuxen_bef (Beräkning Folkmängd);37.73633120276242
Länet exkl Linköping;2023;Vuxen_bef (Beräkning Folkmängd);37.90628874297297
Länet exkl Linköping;2024;Vuxen_bef (Beräkning Folkmängd);37.8366747587965
Länet exkl Linköping;2025;Vuxen_bef (Beräkning Folkmängd);37.67778205672568
Länet exkl Norrköping;2000;Vuxen_bef (Beräkning Folkmängd);39.86498170474432
Länet exkl Norrköping;2001;Vuxen_bef (Beräkning Folkmängd);40.024251469079374
Länet exkl Norrköping;2002;Vuxen_bef (Beräkning Folkmängd);39.96656728764196
Länet exkl Norrköping;2003;Vuxen_bef (Beräkning Folkmängd);39.831434797852374
Länet exkl Norrköping;2004;Vuxen_bef (Beräkning Folkmängd);39.592907606831744
Länet exkl Norrköping;2005;Vuxen_bef (Beräkning Folkmängd);39.29596346443303
Länet exkl Norrköping;2006;Vuxen_bef (Beräkning Folkmängd);38.943532203088516
Länet exkl Norrköping;2007;Vuxen_bef (Beräkning Folkmängd);38.62046924988695
Länet exkl Norrköping;2008;Vuxen_bef (Beräkning Folkmängd);38.2844982701307
Länet exkl Norrköping;2009;Vuxen_bef (Beräkning Folkmängd);37.8369122920108
Länet exkl Norrköping;2010;Vuxen_bef (Beräkning Folkmängd);37.558078987422896
Länet exkl Norrköping;2011;Vuxen_bef (Beräkning Folkmängd);37.33241915513959
Länet exkl Norrköping;2012;Vuxen_bef (Beräkning Folkmängd);37.1394947954651
Länet exkl Norrköping;2013;Vuxen_bef (Beräkning Folkmängd);36.91560971920328
Länet exkl Norrköping;2014;Vuxen_bef (Beräkning Folkmängd);36.75616481217123
Länet exkl Norrköping;2015;Vuxen_bef (Beräkning Folkmängd);36.65374919805849
Länet exkl Norrköping;2016;Vuxen_bef (Beräkning Folkmängd);36.56464433942355
Länet exkl Norrköping;2017;Vuxen_bef (Beräkning Folkmängd);36.4887275759787
Länet exkl Norrköping;2018;Vuxen_bef (Beräkning Folkmängd);36.513736804758885
Länet exkl Norrköping;2019;Vuxen_bef (Beräkning Folkmängd);36.546766607512936
Länet exkl Norrköping;2020;Vuxen_bef (Beräkning Folkmängd);36.78138902619871
Länet exkl Norrköping;2021;Vuxen_bef (Beräkning Folkmängd);37.040578515954074
Länet exkl Norrköping;2022;Vuxen_bef (Beräkning Folkmängd);37.28396043966804
Länet exkl Norrköping;2023;Vuxen_bef (Beräkning Folkmängd);37.39557063597597
Länet exkl Norrköping;2024;Vuxen_bef (Beräkning Folkmängd);37.30952220993935
Länet exkl Norrköping;2025;Vuxen_bef (Beräkning Folkmängd);37.11785461382561
Malmö;2000;Vuxen_bef (Beräkning Folkmängd);39.643422618932966
Malmö;2001;Vuxen_bef (Beräkning Folkmängd);39.82781815340877
Malmö;2002;Vuxen_bef (Beräkning Folkmängd);39.74484049706005
Malmö;2003;Vuxen_bef (Beräkning Folkmängd);39.75281748393351
Malmö;2004;Vuxen_bef (Beräkning Folkmängd);39.787175543021895
Malmö;2005;Vuxen_bef (Beräkning Folkmängd);39.913223308057255
Malmö;2006;Vuxen_bef (Beräkning Folkmängd);39.93100302631007
Malmö;2007;Vuxen_bef (Beräkning Folkmängd);39.99380344087094
Malmö;2008;Vuxen_bef (Beräkning Folkmängd);39.94799937180449
Malmö;2009;Vuxen_bef (Beräkning Folkmängd);40.012384785767026
Malmö;2010;Vuxen_bef (Beräkning Folkmängd);40.09927649909855
Malmö;2011;Vuxen_bef (Beräkning Folkmängd);40.26317961926462
Malmö;2012;Vuxen_bef (Beräkning Folkmängd);40.385302737865466
Malmö;2013;Vuxen_bef (Beräkning Folkmängd);40.4892745547838
Malmö;2014;Vuxen_bef (Beräkning Folkmängd);40.536674766666565
Malmö;2015;Vuxen_bef (Beräkning Folkmängd);40.6204467812037
Malmö;2016;Vuxen_bef (Beräkning Folkmängd);40.7075928327458
Malmö;2017;Vuxen_bef (Beräkning Folkmängd);40.81101090119982
Malmö;2018;Vuxen_bef (Beräkning Folkmängd);41.0302581981828
Malmö;2019;Vuxen_bef (Beräkning Folkmängd);41.38671455053666
Malmö;2020;Vuxen_bef (Beräkning Folkmängd);41.72795438411951
Malmö;2021;Vuxen_bef (Beräkning Folkmängd);41.994433530727875
Malmö;2022;Vuxen_bef (Beräkning Folkmängd);42.32337279679442
Malmö;2023;Vuxen_bef (Beräkning Folkmängd);42.53050674752094
Malmö;2024;Vuxen_bef (Beräkning Folkmängd);42.613580422487445
Malmö;2025;Vuxen_bef (Beräkning Folkmängd);42.73871777867168
Norrköping;2000;Vuxen_bef (Beräkning Folkmängd);40.6525421648295
Norrköping;2001;Vuxen_bef (Beräkning Folkmängd);40.712472334331466
Norrköping;2002;Vuxen_bef (Beräkning Folkmängd);40.61944964842705
Norrköping;2003;Vuxen_bef (Beräkning Folkmängd);40.468335336489986
Norrköping;2004;Vuxen_bef (Beräkning Folkmängd);40.31990997508239
Norrköping;2005;Vuxen_bef (Beräkning Folkmängd);39.96566165497986
Norrköping;2006;Vuxen_bef (Beräkning Folkmängd);39.49849756501917
Norrköping;2007;Vuxen_bef (Beräkning Folkmängd);39.10956741395643
Norrköping;2008;Vuxen_bef (Beräkning Folkmängd);38.71622676870217
Norrköping;2009;Vuxen_bef (Beräkning Folkmängd);38.35007040401071
Norrköping;2010;Vuxen_bef (Beräkning Folkmängd);38.15071126489812
Norrköping;2011;Vuxen_bef (Beräkning Folkmängd);38.13340682728157
Norrköping;2012;Vuxen_bef (Beräkning Folkmängd);37.8712421664497
Norrköping;2013;Vuxen_bef (Beräkning Folkmängd);37.580094056777995
Norrköping;2014;Vuxen_bef (Beräkning Folkmängd);37.523561718767326
Norrköping;2015;Vuxen_bef (Beräkning Folkmängd);37.48750319261502
Norrköping;2016;Vuxen_bef (Beräkning Folkmängd);37.55157394717393
Norrköping;2017;Vuxen_bef (Beräkning Folkmängd);37.63012055887091
Norrköping;2018;Vuxen_bef (Beräkning Folkmängd);37.85256500748186
Norrköping;2019;Vuxen_bef (Beräkning Folkmängd);38.003506296666224
Norrköping;2020;Vuxen_bef (Beräkning Folkmängd);38.25882713726146
Norrköping;2021;Vuxen_bef (Beräkning Folkmängd);38.49977155989976
Norrköping;2022;Vuxen_bef (Beräkning Folkmängd);38.73966372657111
Norrköping;2023;Vuxen_bef (Beräkning Folkmängd);38.930719260417604
Norrköping;2024;Vuxen_bef (Beräkning Folkmängd);38.86398123879155
Norrköping;2025;Vuxen_bef (Beräkning Folkmängd);38.80070668451781
Riket;2000;Vuxen_bef (Beräkning Folkmängd);41.2164328512927
Riket;2001;Vuxen_bef (Beräkning Folkmängd);41.37439713516295
Riket;2002;Vuxen_bef (Beräkning Folkmängd);41.37567069032394
Riket;2003;Vuxen_bef (Beräkning Folkmängd);41.22348526628096
Riket;2004;Vuxen_bef (Beräkning Folkmängd);40.97329247246152
Riket;2005;Vuxen_bef (Beräkning Folkmängd);40.65770149314438
Riket;2006;Vuxen_bef (Beräkning Folkmängd);40.252908482664324
Riket;2007;Vuxen_bef (Beräkning Folkmängd);39.86824680191839
Riket;2008;Vuxen_bef (Beräkning Folkmängd);39.47964569608292
Riket;2009;Vuxen_bef (Beräkning Folkmängd);39.17554414120939
Riket;2010;Vuxen_bef (Beräkning Folkmängd);38.94268748466636
Riket;2011;Vuxen_bef (Beräkning Folkmängd);38.787074145919135
Riket;2012;Vuxen_bef (Beräkning Folkmängd);38.62898004404193
Riket;2013;Vuxen_bef (Beräkning Folkmängd);38.4436628655417
Riket;2014;Vuxen_bef (Beräkning Folkmängd);38.32789510590309
Riket;2015;Vuxen_bef (Beräkning Folkmängd);38.23632625951209
Riket;2016;Vuxen_bef (Beräkning Folkmängd);38.15251252281981
Riket;2017;Vuxen_bef (Beräkning Folkmängd);38.131024930036254
Riket;2018;Vuxen_bef (Beräkning Folkmängd);38.23245620680369
Riket;2019;Vuxen_bef (Beräkning Folkmängd);38.37010748588078
Riket;2020;Vuxen_bef (Beräkning Folkmängd);38.63832755500253
Riket;2021;Vuxen_bef (Beräkning Folkmängd);38.873136945786044
Riket;2022;Vuxen_bef (Beräkning Folkmängd);39.11251339630754
Riket;2023;Vuxen_bef (Beräkning Folkmängd);39.225766977797996
Riket;2024;Vuxen_bef (Beräkning Folkmängd);39.16333182529556
Riket;2025;Vuxen_bef (Beräkning Folkmängd);39.02798247970469
Sex till tolv;2000;Vuxen_bef (Beräkning Folkmängd);40.30561289033891
Sex till tolv;2001;Vuxen_bef (Beräkning Folkmängd);40.41089683616539
Sex till tolv;2002;Vuxen_bef (Beräkning Folkmängd);40.32364135422707
Sex till tolv;2003;Vuxen_bef (Beräkning Folkmängd);40.09572172637005
Sex till tolv;2004;Vuxen_bef (Beräkning Folkmängd);39.82968267761364
Sex till tolv;2005;Vuxen_bef (Beräkning Folkmängd);39.53395664430696
Sex till tolv;2006;Vuxen_bef (Beräkning Folkmängd);39.186915314396835
Sex till tolv;2007;Vuxen_bef (Beräkning Folkmängd);38.83087455010513
Sex till tolv;2008;Vuxen_bef (Beräkning Folkmängd);38.463774267365466
Sex till tolv;2009;Vuxen_bef (Beräkning Folkmängd);38.17580047154968
Sex till tolv;2010;Vuxen_bef (Beräkning Folkmängd);37.92871287576096
Sex till tolv;2011;Vuxen_bef (Beräkning Folkmängd);37.80294678880601
Sex till tolv;2012;Vuxen_bef (Beräkning Folkmängd);37.673860964366526
Sex till tolv;2013;Vuxen_bef (Beräkning Folkmängd);37.56279397878862
Sex till tolv;2014;Vuxen_bef (Beräkning Folkmängd);37.51476205513763
Sex till tolv;2015;Vuxen_bef (Beräkning Folkmängd);37.44631304107954
Sex till tolv;2016;Vuxen_bef (Beräkning Folkmängd);37.430419105241235
Sex till tolv;2017;Vuxen_bef (Beräkning Folkmängd);37.39136450416163
Sex till tolv;2018;Vuxen_bef (Beräkning Folkmängd);37.53072085147557
Sex till tolv;2019;Vuxen_bef (Beräkning Folkmängd);37.65040424200481
Sex till tolv;2020;Vuxen_bef (Beräkning Folkmängd);37.85017572327621
Sex till tolv;2021;Vuxen_bef (Beräkning Folkmängd);38.11988787977164
Sex till tolv;2022;Vuxen_bef (Beräkning Folkmängd);38.34594291032833
Sex till tolv;2023;Vuxen_bef (Beräkning Folkmängd);38.44270203771833
Sex till tolv;2024;Vuxen_bef (Beräkning Folkmängd);38.383439764655236
Sex till tolv;2025;Vuxen_bef (Beräkning Folkmängd);38.264357524848776
Sex till tolv minus tio;2000;Vuxen_bef (Beräkning Folkmängd);40.244067087962584
Sex till tolv minus tio;2001;Vuxen_bef (Beräkning Folkmängd);40.35747029009324
Sex till tolv minus tio;2002;Vuxen_bef (Beräkning Folkmängd);40.2714860953819
Sex till tolv minus tio;2003;Vuxen_bef (Beräkning Folkmängd);40.0301696796139
Sex till tolv minus tio;2004;Vuxen_bef (Beräkning Folkmängd);39.74377214173528
Sex till tolv minus tio;2005;Vuxen_bef (Beräkning Folkmängd);39.458774446038824
Sex till tolv minus tio;2006;Vuxen_bef (Beräkning Folkmängd);39.1327712842503
Sex till tolv minus tio;2007;Vuxen_bef (Beräkning Folkmängd);38.78250576441721
Sex till tolv minus tio;2008;Vuxen_bef (Beräkning Folkmängd);38.42002414242951
Sex till tolv minus tio;2009;Vuxen_bef (Beräkning Folkmängd);38.14568084144766
Sex till tolv minus tio;2010;Vuxen_bef (Beräkning Folkmängd);37.8904827546025
Sex till tolv minus tio;2011;Vuxen_bef (Beräkning Folkmängd);37.74636514736031
Sex till tolv minus tio;2012;Vuxen_bef (Beräkning Folkmängd);37.6400443992614
Sex till tolv minus tio;2013;Vuxen_bef (Beräkning Folkmängd);37.559824271616634
Sex till tolv minus tio;2014;Vuxen_bef (Beräkning Folkmängd);37.51325398886475
Sex till tolv minus tio;2015;Vuxen_bef (Beräkning Folkmängd);37.439241939848266
Sex till tolv minus tio;2016;Vuxen_bef (Beräkning Folkmängd);37.40960818607494
Sex till tolv minus tio;2017;Vuxen_bef (Beräkning Folkmängd);37.35070641062202
Sex till tolv minus tio;2018;Vuxen_bef (Beräkning Folkmängd);37.47644763012275
Sex till tolv minus tio;2019;Vuxen_bef (Beräkning Folkmängd);37.591096157185156
Sex till tolv minus tio;2020;Vuxen_bef (Beräkning Folkmängd);37.781982870514675
Sex till tolv minus tio;2021;Vuxen_bef (Beräkning Folkmängd);38.056510903282884
Sex till tolv minus tio;2022;Vuxen_bef (Beräkning Folkmängd);38.28052547577448
Sex till tolv minus tio;2023;Vuxen_bef (Beräkning Folkmängd);38.36218653961557
Sex till tolv minus tio;2024;Vuxen_bef (Beräkning Folkmängd);38.30483845128041
Sex till tolv minus tio;2025;Vuxen_bef (Beräkning Folkmängd);38.17707906354125
Stockholm;2000;Vuxen_bef (Beräkning Folkmängd);43.437578297003526
Stockholm;2001;Vuxen_bef (Beräkning Folkmängd);43.92514451326449
Stockholm;2002;Vuxen_bef (Beräkning Folkmängd);44.31285184423094
Stockholm;2003;Vuxen_bef (Beräkning Folkmängd);44.538748439389224
Stockholm;2004;Vuxen_bef (Beräkning Folkmängd);44.624230763197936
Stockholm;2005;Vuxen_bef (Beräkning Folkmängd);44.521152005478335
Stockholm;2006;Vuxen_bef (Beräkning Folkmängd);44.17417628387311
Stockholm;2007;Vuxen_bef (Beräkning Folkmängd);43.779325748305695
Stockholm;2008;Vuxen_bef (Beräkning Folkmängd);43.49392682565546
Stockholm;2009;Vuxen_bef (Beräkning Folkmängd);43.36672626676328
Stockholm;2010;Vuxen_bef (Beräkning Folkmängd);43.27218551411744
Stockholm;2011;Vuxen_bef (Beräkning Folkmängd);43.34103877712525
Stockholm;2012;Vuxen_bef (Beräkning Folkmängd);43.30638251998616
Stockholm;2013;Vuxen_bef (Beräkning Folkmängd);43.2477442352679
Stockholm;2014;Vuxen_bef (Beräkning Folkmängd);43.22113534264119
Stockholm;2015;Vuxen_bef (Beräkning Folkmängd);43.18225130912729
Stockholm;2016;Vuxen_bef (Beräkning Folkmängd);43.215667916106874
Stockholm;2017;Vuxen_bef (Beräkning Folkmängd);43.22129462043609
Stockholm;2018;Vuxen_bef (Beräkning Folkmängd);43.358859392571254
Stockholm;2019;Vuxen_bef (Beräkning Folkmängd);43.550021404966564
Stockholm;2020;Vuxen_bef (Beräkning Folkmängd);43.80970343938964
Stockholm;2021;Vuxen_bef (Beräkning Folkmängd);43.89141473482023
Stockholm;2022;Vuxen_bef (Beräkning Folkmängd);44.05888613127419
Stockholm;2023;Vuxen_bef (Beräkning Folkmängd);44.081812601939646
Stockholm;2024;Vuxen_bef (Beräkning Folkmängd);43.88935428205236
Stockholm;2025;Vuxen_bef (Beräkning Folkmängd);43.70065619936772
Tolv största;2000;Vuxen_bef (Beräkning Folkmängd);41.215085724792004
Tolv största;2001;Vuxen_bef (Beräkning Folkmängd);41.4709365430273
Tolv största;2002;Vuxen_bef (Beräkning Folkmängd);41.54388890743601
Tolv största;2003;Vuxen_bef (Beräkning Folkmängd);41.539242804615576
Tolv största;2004;Vuxen_bef (Beräkning Folkmängd);41.46237282724889
Tolv största;2005;Vuxen_bef (Beräkning Folkmängd);41.29287726525788
Tolv största;2006;Vuxen_bef (Beräkning Folkmängd);41.00716991217657
Tolv största;2007;Vuxen_bef (Beräkning Folkmängd);40.708498988548506
Tolv största;2008;Vuxen_bef (Beräkning Folkmängd);40.414913365119546
Tolv största;2009;Vuxen_bef (Beräkning Folkmängd);40.22467648096993
Tolv största;2010;Vuxen_bef (Beräkning Folkmängd);40.11488193900998
Tolv största;2011;Vuxen_bef (Beräkning Folkmängd);40.110736881070544
Tolv största;2012;Vuxen_bef (Beräkning Folkmängd);40.06487882281945
Tolv största;2013;Vuxen_bef (Beräkning Folkmängd);40.01212373915769
Tolv största;2014;Vuxen_bef (Beräkning Folkmängd);39.98796131910949
Tolv största;2015;Vuxen_bef (Beräkning Folkmängd);39.97377657708344
Tolv största;2016;Vuxen_bef (Beräkning Folkmängd);39.98356367215064
Tolv största;2017;Vuxen_bef (Beräkning Folkmängd);40.00218510260904
Tolv största;2018;Vuxen_bef (Beräkning Folkmängd);40.15866189418139
Tolv största;2019;Vuxen_bef (Beräkning Folkmängd);40.3453096453959
Tolv största;2020;Vuxen_bef (Beräkning Folkmängd);40.594892894915894
Tolv största;2021;Vuxen_bef (Beräkning Folkmängd);40.79149701263832
Tolv största;2022;Vuxen_bef (Beräkning Folkmängd);41.01149713470241
Tolv största;2023;Vuxen_bef (Beräkning Folkmängd);41.09521182609762
Tolv största;2024;Vuxen_bef (Beräkning Folkmängd);41.010738529962545
Tolv största;2025;Vuxen_bef (Beräkning Folkmängd);40.88461416387833
Tolv största minus fem;2000;Vuxen_bef (Beräkning Folkmängd);41.34058684680437
Tolv största minus fem;2001;Vuxen_bef (Beräkning Folkmängd);41.59805249795099
Tolv största minus fem;2002;Vuxen_bef (Beräkning Folkmängd);41.68522693375324
Tolv största minus fem;2003;Vuxen_bef (Beräkning Folkmängd);41.68490796687793
Tolv största minus fem;2004;Vuxen_bef (Beräkning Folkmängd);41.61008089662034
Tolv största minus fem;2005;Vuxen_bef (Beräkning Folkmängd);41.44442571474494
Tolv största minus fem;2006;Vuxen_bef (Beräkning Folkmängd);41.15505607705797
Tolv största minus fem;2007;Vuxen_bef (Beräkning Folkmängd);40.85631444186477
Tolv största minus fem;2008;Vuxen_bef (Beräkning Folkmängd);40.55764339272368
Tolv största minus fem;2009;Vuxen_bef (Beräkning Folkmängd);40.378499286775465
Tolv största minus fem;2010;Vuxen_bef (Beräkning Folkmängd);40.26897952502013
Tolv största minus fem;2011;Vuxen_bef (Beräkning Folkmängd);40.269049556480304
Tolv största minus fem;2012;Vuxen_bef (Beräkning Folkmängd);40.22435187335055
Tolv största minus fem;2013;Vuxen_bef (Beräkning Folkmängd);40.17144933562072
Tolv största minus fem;2014;Vuxen_bef (Beräkning Folkmängd);40.14554617877559
Tolv största minus fem;2015;Vuxen_bef (Beräkning Folkmängd);40.1296531707946
Tolv största minus fem;2016;Vuxen_bef (Beräkning Folkmängd);40.14425298827463
Tolv största minus fem;2017;Vuxen_bef (Beräkning Folkmängd);40.16495610108313
Tolv största minus fem;2018;Vuxen_bef (Beräkning Folkmängd);40.32465415975722
Tolv största minus fem;2019;Vuxen_bef (Beräkning Folkmängd);40.51604204293799
Tolv största minus fem;2020;Vuxen_bef (Beräkning Folkmängd);40.770664416223426
Tolv största minus fem;2021;Vuxen_bef (Beräkning Folkmängd);40.96360464029149
Tolv största minus fem;2022;Vuxen_bef (Beräkning Folkmängd);41.18280033653744
Tolv största minus fem;2023;Vuxen_bef (Beräkning Folkmängd);41.266382313920474
Tolv största minus fem;2024;Vuxen_bef (Beräkning Folkmängd);41.18215822733197
Tolv största minus fem;2025;Vuxen_bef (Beräkning Folkmängd);41.05664317890205
Tre största;2000;Vuxen_bef (Beräkning Folkmängd);41.9531361613415
Tre största;2001;Vuxen_bef (Beräkning Folkmängd);42.306793173775304
Tre största;2002;Vuxen_bef (Beräkning Folkmängd);42.54005538687397
Tre största;2003;Vuxen_bef (Beräkning Folkmängd);42.68657092784285
Tre största;2004;Vuxen_bef (Beräkning Folkmängd);42.75176234299906
Tre största;2005;Vuxen_bef (Beräkning Folkmängd);42.681851247764776
Tre största;2006;Vuxen_bef (Beräkning Folkmängd);42.439663086889546
Tre största;2007;Vuxen_bef (Beräkning Folkmängd);42.180652527675015
Tre största;2008;Vuxen_bef (Beräkning Folkmängd);41.93939075130319
Tre största;2009;Vuxen_bef (Beräkning Folkmängd);41.83782477726755
Tre största;2010;Vuxen_bef (Beräkning Folkmängd);41.81000333175281
Tre största;2011;Vuxen_bef (Beräkning Folkmängd);41.88842529301649
Tre största;2012;Vuxen_bef (Beräkning Folkmängd);41.90062049511336
Tre största;2013;Vuxen_bef (Beräkning Folkmängd);41.88048498679733
Tre största;2014;Vuxen_bef (Beräkning Folkmängd);41.87149010213743
Tre största;2015;Vuxen_bef (Beräkning Folkmängd);41.87835789285953
Tre största;2016;Vuxen_bef (Beräkning Folkmängd);41.90892449442621
Tre största;2017;Vuxen_bef (Beräkning Folkmängd);41.96920808494814
Tre största;2018;Vuxen_bef (Beräkning Folkmängd);42.15626142681368
Tre största;2019;Vuxen_bef (Beräkning Folkmängd);42.395600573379994
Tre största;2020;Vuxen_bef (Beräkning Folkmängd);42.686446136384134
Tre största;2021;Vuxen_bef (Beräkning Folkmängd);42.843892917247985
Tre största;2022;Vuxen_bef (Beräkning Folkmängd);43.059445085679684
Tre största;2023;Vuxen_bef (Beräkning Folkmängd);43.14723381800406
Tre största;2024;Vuxen_bef (Beräkning Folkmängd);43.047673574048666
Tre största;2025;Vuxen_bef (Beräkning Folkmängd);42.921349335829746
Umeå;2000;Vuxen_bef (Beräkning Folkmängd);39.88345835884874
Umeå;2001;Vuxen_bef (Beräkning Folkmängd);39.96057368150392
Umeå;2002;Vuxen_bef (Beräkning Folkmängd);39.60666510208871
Umeå;2003;Vuxen_bef (Beräkning Folkmängd);39.238488838644514
Umeå;2004;Vuxen_bef (Beräkning Folkmängd);39.00447938568425
Umeå;2005;Vuxen_bef (Beräkning Folkmängd);38.73128803337005
Umeå;2006;Vuxen_bef (Beräkning Folkmängd);38.53822987369083
Umeå;2007;Vuxen_bef (Beräkning Folkmängd);38.43215145252346
Umeå;2008;Vuxen_bef (Beräkning Folkmängd);38.08281882052374
Umeå;2009;Vuxen_bef (Beräkning Folkmängd);37.690116151654614
Umeå;2010;Vuxen_bef (Beräkning Folkmängd);37.416538931178714
Umeå;2011;Vuxen_bef (Beräkning Folkmängd);37.426694715150475
Umeå;2012;Vuxen_bef (Beräkning Folkmängd);37.42220403430696
Umeå;2013;Vuxen_bef (Beräkning Folkmängd);37.35139291417756
Umeå;2014;Vuxen_bef (Beräkning Folkmängd);37.3956008126207
Umeå;2015;Vuxen_bef (Beräkning Folkmängd);37.268685262922574
Umeå;2016;Vuxen_bef (Beräkning Folkmängd);37.22130000325489
Umeå;2017;Vuxen_bef (Beräkning Folkmängd);37.16181643748001
Umeå;2018;Vuxen_bef (Beräkning Folkmängd);37.15337597054728
Umeå;2019;Vuxen_bef (Beräkning Folkmängd);37.31313178330657
Umeå;2020;Vuxen_bef (Beräkning Folkmängd);37.662796412335666
Umeå;2021;Vuxen_bef (Beräkning Folkmängd);38.149728619739385
Umeå;2022;Vuxen_bef (Beräkning Folkmängd);38.520815215336334
Umeå;2023;Vuxen_bef (Beräkning Folkmängd);38.6660255013487
Umeå;2024;Vuxen_bef (Beräkning Folkmängd);38.604384390200295
Umeå;2025;Vuxen_bef (Beräkning Folkmängd);38.47257028379647
Uppsala;2000;Vuxen_bef (Beräkning Folkmängd);40.996154434533075
Uppsala;2001;Vuxen_bef (Beräkning Folkmängd);41.1501229658312
Uppsala;2002;Vuxen_bef (Beräkning Folkmängd);40.78965676534593
Uppsala;2003;Vuxen_bef (Beräkning Folkmängd);40.61903259551998
Uppsala;2004;Vuxen_bef (Beräkning Folkmängd);40.26505415321075
Uppsala;2005;Vuxen_bef (Beräkning Folkmängd);39.892967028171164
Uppsala;2006;Vuxen_bef (Beräkning Folkmängd);39.41745370895365
Uppsala;2007;Vuxen_bef (Beräkning Folkmängd);39.02453330205128
Uppsala;2008;Vuxen_bef (Beräkning Folkmängd);38.50672372920469
Uppsala;2009;Vuxen_bef (Beräkning Folkmängd);38.07990716350622
Uppsala;2010;Vuxen_bef (Beräkning Folkmängd);37.81138295236795
Uppsala;2011;Vuxen_bef (Beräkning Folkmängd);37.62281188594057
Uppsala;2012;Vuxen_bef (Beräkning Folkmängd);37.40604565083282
