Kommun;År;Indikator;Värde
Linköping;2003;BRP;287.4
Linköping;2004;BRP;304.7
Linköping;2005;BRP;310.9
Linköping;2006;BRP;329.4
Linköping;2007;BRP;356.2
Linköping;2008;BRP;341.1
Linköping;2009;BRP;352.5
Linköping;2010;BRP;363.9
Linköping;2011;BRP;370.7
Linköping;2012;BRP;419.4
Linköping;2013;BRP;450.3
Linköping;2014;BRP;469.7
Linköping;2015;BRP;508.4
Linköping;2016;BRP;511.3
Linköping;2017;BRP;524.1
Linköping;2018;BRP;523.9
Linköping;2019;BRP;565.2
Linköping;2020;BRP;567.4
Linköping;2021;BRP;602.0
Linköping;2022;BRP;620.6
Linköping;2023;BRP;667.3
Linköping;2024;BRP;667.3
Linköping;2025;BRP;667.3
Lkpg-Nkpg;2000;BRP;245.2
Lkpg-Nkpg;2001;BRP;255.75
Lkpg-Nkpg;2002;BRP;269.2
Lkpg-Nkpg;2003;BRP;273.79999999999995
Lkpg-Nkpg;2004;BRP;281.35
Lkpg-Nkpg;2005;BRP;288.04999999999995
Lkpg-Nkpg;2006;BRP;302.9
Lkpg-Nkpg;2007;BRP;321.75
Lkpg-Nkpg;2008;BRP;317.70000000000005
Lkpg-Nkpg;2009;BRP;321.65
Lkpg-Nkpg;2010;BRP;331.29999999999995
Lkpg-Nkpg;2011;BRP;341.85
Lkpg-Nkpg;2012;BRP;376.65
Lkpg-Nkpg;2013;BRP;390.5
Lkpg-Nkpg;2014;BRP;402.95
Lkpg-Nkpg;2015;BRP;424.95
Lkpg-Nkpg;2016;BRP;433.25
Lkpg-Nkpg;2017;BRP;454.4
Lkpg-Nkpg;2018;BRP;475.0
Lkpg-Nkpg;2019;BRP;484.6
Lkpg-Nkpg;2020;BRP;487.65
Lkpg-Nkpg;2021;BRP;520.65
Lkpg-Nkpg;2022;BRP;548.05
Lkpg-Nkpg;2023;BRP;576.3499999999999
Lkpg-Nkpg;2024;BRP;576.3499999999999
Lkpg-Nkpg;2025;BRP;576.3499999999999
Lund;2000;BRP;316.8
Lund;2001;BRP;323.4
Lund;2002;BRP;358.6
Lund;2003;BRP;370.4
Lund;2004;BRP;367.9
Lund;2005;BRP;392.5
Lund;2006;BRP;425.6
Lund;2007;BRP;572.8
Lund;2008;BRP;441.8
Lund;2009;BRP;351.1
Lund;2010;BRP;460.8
Lund;2011;BRP;446.4
Lund;2012;BRP;508.2
Lund;2013;BRP;537.4
Lund;2014;BRP;558.5
Lund;2015;BRP;575.1
Lund;2016;BRP;478.6
Lund;2017;BRP;515.7
Lund;2018;BRP;536.3
Lund;2019;BRP;572.1
Lund;2020;BRP;592.2
Lund;2021;BRP;624.9
Lund;2022;BRP;667.9
Lund;2023;BRP;689.5
Lund;2024;BRP;689.5
Lund;2025;BRP;689.5
Länet exkl Linköping;2000;BRP;233.9
Länet exkl Linköping;2001;BRP;249.63333333333333
Länet exkl Linköping;2002;BRP;255.0666666666667
Länet exkl Linköping;2003;BRP;259.7333333333333
Länet exkl Linköping;2004;BRP;261.06666666666666
Länet exkl Linköping;2005;BRP;269.3
Länet exkl Linköping;2006;BRP;281.3
Länet exkl Linköping;2007;BRP;296.3333333333333
Länet exkl Linköping;2008;BRP;300.8666666666666
Länet exkl Linköping;2009;BRP;299.2
Länet exkl Linköping;2010;BRP;308.93333333333334
Länet exkl Linköping;2011;BRP;321.6666666666667
Länet exkl Linköping;2012;BRP;335.2333333333333
Länet exkl Linköping;2013;BRP;336.40000000000003
Länet exkl Linköping;2014;BRP;343.76666666666665
Länet exkl Linköping;2015;BRP;353.43333333333334
Länet exkl Linköping;2016;BRP;365.6666666666667
Länet exkl Linköping;2017;BRP;389.5333333333333
Länet exkl Linköping;2018;BRP;422.23333333333335
Länet exkl Linköping;2019;BRP;411.7
Länet exkl Linköping;2020;BRP;414.4666666666667
Länet exkl Linköping;2021;BRP;445.7
Länet exkl Linköping;2022;BRP;478.06666666666666
Länet exkl Linköping;2023;BRP;495.8333333333333
Länet exkl Linköping;2024;BRP;495.8333333333333
Länet exkl Linköping;2025;BRP;495.8333333333333
Länet exkl Norrköping;2000;BRP;249.1
Länet exkl Norrköping;2001;BRP;254.5
Länet exkl Norrköping;2002;BRP;275.06666666666666
Länet exkl Norrköping;2003;BRP;277.8666666666667
Länet exkl Norrköping;2004;BRP;292.2
Länet exkl Norrköping;2005;BRP;299.76666666666665
Länet exkl Norrköping;2006;BRP;316.6333333333333
Länet exkl Norrköping;2007;BRP;342.26666666666665
Länet exkl Norrköping;2008;BRP;332.06666666666666
Länet exkl Norrköping;2009;BRP;340.3333333333333
Länet exkl Norrköping;2010;BRP;352.3999999999999
Länet exkl Norrköping;2011;BRP;360.1333333333334
Länet exkl Norrköping;2012;BRP;392.2333333333333
Länet exkl Norrköping;2013;BRP;416.1333333333334
Länet exkl Norrköping;2014;BRP;432.76666666666665
Länet exkl Norrköping;2015;BRP;464.7
Länet exkl Norrköping;2016;BRP;469.73333333333335
Länet exkl Norrköping;2017;BRP;482.4666666666667
Länet exkl Norrköping;2018;BRP;487.4333333333333
Länet exkl Norrköping;2019;BRP;519.1666666666666
Länet exkl Norrköping;2020;BRP;520.8000000000001
Länet exkl Norrköping;2021;BRP;554.1666666666666
Länet exkl Norrköping;2022;BRP;574.8000000000001
Länet exkl Norrköping;2023;BRP;617.1
Länet exkl Norrköping;2024;BRP;617.1
Länet exkl Norrköping;2025;BRP;617.1
Malmö;2000;BRP;293.3
Malmö;2001;BRP;305.9
Malmö;2002;BRP;311.6
Malmö;2003;BRP;320.4
Malmö;2004;BRP;342.1
Malmö;2005;BRP;349.3
Malmö;2006;BRP;369.4
Malmö;2007;BRP;393.5
Malmö;2008;BRP;403.2
Malmö;2009;BRP;398.1
Malmö;2010;BRP;396.1
Malmö;2011;BRP;410.0
Malmö;2012;BRP;437.6
Malmö;2013;BRP;438.9
Malmö;2014;BRP;466.2
Malmö;2015;BRP;492.0
Malmö;2016;BRP;475.4
Malmö;2017;BRP;527.1
Malmö;2018;BRP;540.8
Malmö;2019;BRP;572.0
Malmö;2020;BRP;575.9
Malmö;2021;BRP;623.5
Malmö;2022;BRP;659.2
Malmö;2023;BRP;686.9
Malmö;2024;BRP;686.9
Malmö;2025;BRP;686.9
Norrköping;2000;BRP;233.8
Norrköping;2001;BRP;252.1
Norrköping;2002;BRP;254.2
Norrköping;2003;BRP;260.2
Norrköping;2004;BRP;258.0
Norrköping;2005;BRP;265.2
Norrköping;2006;BRP;276.4
Norrköping;2007;BRP;287.3
Norrköping;2008;BRP;294.3
Norrköping;2009;BRP;290.8
Norrköping;2010;BRP;298.7
Norrköping;2011;BRP;313.0
Norrköping;2012;BRP;333.9
Norrköping;2013;BRP;330.7
Norrköping;2014;BRP;336.2
Norrköping;2015;BRP;341.5
Norrköping;2016;BRP;355.2
Norrköping;2017;BRP;384.7
Norrköping;2018;BRP;426.1
Norrköping;2019;BRP;404.0
Norrköping;2020;BRP;407.9
Norrköping;2021;BRP;439.3
Norrköping;2022;BRP;475.5
Norrköping;2023;BRP;485.4
Norrköping;2024;BRP;485.4
Norrköping;2025;BRP;485.4
Riket;2000;BRP;255.3
Riket;2001;BRP;264.0
Riket;2002;BRP;273.8
Riket;2003;BRP;284.1
Riket;2004;BRP;295.9
Riket;2005;BRP;306.7
Riket;2006;BRP;324.3
Riket;2007;BRP;341.7
Riket;2008;BRP;347.6
Riket;2009;BRP;334.0
Riket;2010;BRP;355.9
Riket;2011;BRP;368.3
Riket;2012;BRP;391.3
Riket;2013;BRP;396.3
Riket;2014;BRP;408.8
Riket;2015;BRP;431.8
Riket;2016;BRP;442.7
Riket;2017;BRP;454.9
Riket;2018;BRP;469.6
Riket;2019;BRP;488.5
Riket;2020;BRP;484.2
Riket;2021;BRP;520.1
Riket;2022;BRP;554.6
Riket;2023;BRP;583.0
Riket;2024;BRP;583.0
Riket;2025;BRP;583.0
Sex till tolv;2000;BRP;258.9428571428571
Sex till tolv;2001;BRP;272.11428571428576
Sex till tolv;2002;BRP;285.3428571428571
Sex till tolv;2003;BRP;294.1142857142857
Sex till tolv;2004;BRP;304.6
Sex till tolv;2005;BRP;313.85714285714283
Sex till tolv;2006;BRP;332.9428571428571
Sex till tolv;2007;BRP;365.2142857142858
Sex till tolv;2008;BRP;350.9142857142857
Sex till tolv;2009;BRP;326.4
Sex till tolv;2010;BRP;356.7857142857142
Sex till tolv;2011;BRP;369.7571428571428
Sex till tolv;2012;BRP;398.37142857142857
Sex till tolv;2013;BRP;402.0
Sex till tolv;2014;BRP;411.7714285714286
Sex till tolv;2015;BRP;431.3285714285715
Sex till tolv;2016;BRP;430.2714285714285
Sex till tolv;2017;BRP;452.9
Sex till tolv;2018;BRP;468.4
Sex till tolv;2019;BRP;479.0
Sex till tolv;2020;BRP;481.4571428571429
Sex till tolv;2021;BRP;513.5142857142857
Sex till tolv;2022;BRP;546.6428571428571
Sex till tolv;2023;BRP;569.5857142857143
Sex till tolv;2024;BRP;569.5857142857143
Sex till tolv;2025;BRP;569.5857142857143
Sex till tolv minus tio;2000;BRP;263.1333333333333
Sex till tolv minus tio;2001;BRP;275.45
Sex till tolv minus tio;2002;BRP;290.53333333333336
Sex till tolv minus tio;2003;BRP;299.76666666666665
Sex till tolv minus tio;2004;BRP;312.3666666666668
Sex till tolv minus tio;2005;BRP;321.96666666666664
Sex till tolv minus tio;2006;BRP;342.3666666666666
Sex till tolv minus tio;2007;BRP;378.2000000000001
Sex till tolv minus tio;2008;BRP;360.35
Sex till tolv minus tio;2009;BRP;332.3333333333333
Sex till tolv minus tio;2010;BRP;366.4666666666666
Sex till tolv minus tio;2011;BRP;379.2166666666666
Sex till tolv minus tio;2012;BRP;409.11666666666673
Sex till tolv minus tio;2013;BRP;413.8833333333334
Sex till tolv minus tio;2014;BRP;424.36666666666673
Sex till tolv minus tio;2015;BRP;446.3
Sex till tolv minus tio;2016;BRP;442.7833333333333
Sex till tolv minus tio;2017;BRP;464.26666666666665
Sex till tolv minus tio;2018;BRP;475.45
Sex till tolv minus tio;2019;BRP;491.5
Sex till tolv minus tio;2020;BRP;493.7166666666667
Sex till tolv minus tio;2021;BRP;525.8833333333333
Sex till tolv minus tio;2022;BRP;558.4999999999999
Sex till tolv minus tio;2023;BRP;583.6166666666667
Sex till tolv minus tio;2024;BRP;583.6166666666667
Sex till tolv minus tio;2025;BRP;583.6166666666667
Stockholm;2000;BRP;502.5
Stockholm;2001;BRP;504.3
Stockholm;2002;BRP;508.5
Stockholm;2003;BRP;522.3
Stockholm;2004;BRP;556.4
Stockholm;2005;BRP;599.0
Stockholm;2006;BRP;613.6
Stockholm;2007;BRP;665.5
Stockholm;2008;BRP;675.0
Stockholm;2009;BRP;668.0
Stockholm;2010;BRP;683.0
Stockholm;2011;BRP;723.3
Stockholm;2012;BRP;769.6
Stockholm;2013;BRP;785.1
Stockholm;2014;BRP;835.2
Stockholm;2015;BRP;894.2
Stockholm;2016;BRP;882.8
Stockholm;2017;BRP;878.6
Stockholm;2018;BRP;917.5
Stockholm;2019;BRP;965.8
Stockholm;2020;BRP;957.1
Stockholm;2021;BRP;1053.0
Stockholm;2022;BRP;1143.2
Stockholm;2023;BRP;1166.3
Stockholm;2024;BRP;1166.3
Stockholm;2025;BRP;1166.3
Tolv största;2000;BRP;285.93333333333334
Tolv största;2001;BRP;299.40833333333336
Tolv största;2002;BRP;310.3083333333333
Tolv största;2003;BRP;322.175
Tolv största;2004;BRP;334.51666666666665
Tolv största;2005;BRP;347.40000000000003
Tolv största;2006;BRP;366.2166666666667
Tolv största;2007;BRP;396.04166666666674
Tolv största;2008;BRP;388.525
Tolv största;2009;BRP;371.375
Tolv största;2010;BRP;394.1916666666668
Tolv största;2011;BRP;409.33333333333326
Tolv största;2012;BRP;447.3
Tolv största;2013;BRP;455.6916666666666
Tolv största;2014;BRP;472.6583333333333
Tolv största;2015;BRP;501.725
Tolv största;2016;BRP;503.0833333333333
Tolv största;2017;BRP;524.4916666666667
Tolv största;2018;BRP;539.225
Tolv största;2019;BRP;559.4083333333334
Tolv största;2020;BRP;557.4916666666667
Tolv största;2021;BRP;598.5250000000001
Tolv största;2022;BRP;643.725
Tolv största;2023;BRP;672.475
Tolv största;2024;BRP;672.475
Tolv största;2025;BRP;672.475
Tolv största minus fem;2000;BRP;288.6
Tolv största minus fem;2001;BRP;303.04545454545456
Tolv största minus fem;2002;BRP;312.68181818181813
Tolv största minus fem;2003;BRP;325.3363636363636
Tolv största minus fem;2004;BRP;337.22727272727275
Tolv största minus fem;2005;BRP;350.7181818181818
Tolv största minus fem;2006;BRP;369.5636363636364
Tolv största minus fem;2007;BRP;399.6636363636364
Tolv största minus fem;2008;BRP;392.8363636363637
Tolv största minus fem;2009;BRP;373.09090909090907
Tolv största minus fem;2010;BRP;396.9454545454546
Tolv största minus fem;2011;BRP;412.84545454545446
Tolv största minus fem;2012;BRP;449.8363636363637
Tolv största minus fem;2013;BRP;456.1818181818182
Tolv största minus fem;2014;BRP;472.9272727272726
Tolv största minus fem;2015;BRP;501.1181818181818
Tolv största minus fem;2016;BRP;502.3363636363636
Tolv största minus fem;2017;BRP;524.5272727272727
Tolv största minus fem;2018;BRP;540.6181818181818
Tolv största minus fem;2019;BRP;558.8818181818182
Tolv största minus fem;2020;BRP;556.590909090909
Tolv största minus fem;2021;BRP;598.2090909090911
Tolv största minus fem;2022;BRP;645.8272727272728
Tolv största minus fem;2023;BRP;672.9454545454546
Tolv största minus fem;2024;BRP;672.9454545454546
Tolv största minus fem;2025;BRP;672.9454545454546
Tre största;2000;BRP;377.7
Tre största;2001;BRP;392.3333333333333
Tre största;2002;BRP;391.9333333333333
Tre största;2003;BRP;414.0666666666666
Tre största;2004;BRP;433.73333333333335
Tre största;2005;BRP;456.9333333333333
Tre största;2006;BRP;477.6
Tre största;2007;BRP;508.56666666666666
Tre största;2008;BRP;514.9
Tre största;2009;BRP;498.9333333333333
Tre största;2010;BRP;514.5
Tre största;2011;BRP;536.0
Tre största;2012;BRP;580.4333333333334
Tre största;2013;BRP;588.6666666666666
Tre största;2014;BRP;622.1666666666666
Tre största;2015;BRP;671.6666666666666
Tre största;2016;BRP;670.8333333333333
Tre största;2017;BRP;693.1666666666666
Tre största;2018;BRP;717.3333333333334
Tre största;2019;BRP;752.8000000000001
Tre största;2020;BRP;738.7333333333332
Tre största;2021;BRP;806.4
Tre största;2022;BRP;876.3000000000001
Tre största;2023;BRP;917.5666666666666
Tre största;2024;BRP;917.5666666666666
Tre största;2025;BRP;917.5666666666666
Umeå;2000;BRP;231.3
Umeå;2001;BRP;251.9
Umeå;2002;BRP;264.8
Umeå;2003;BRP;274.6
Umeå;2004;BRP;294.9
Umeå;2005;BRP;294.6
Umeå;2006;BRP;313.8
Umeå;2007;BRP;315.8
Umeå;2008;BRP;322.5
Umeå;2009;BRP;321.4
Umeå;2010;BRP;339.6
Umeå;2011;BRP;341.0
Umeå;2012;BRP;376.3
Umeå;2013;BRP;375.3
Umeå;2014;BRP;384.9
Umeå;2015;BRP;421.0
Umeå;2016;BRP;424.1
Umeå;2017;BRP;437.0
Umeå;2018;BRP;449.5
Umeå;2019;BRP;473.1
Umeå;2020;BRP;455.9
Umeå;2021;BRP;521.1
Umeå;2022;BRP;579.0
Umeå;2023;BRP;610.3
Umeå;2024;BRP;610.3
Umeå;2025;BRP;610.3
Uppsala;2000;BRP;228.9
Uppsala;2001;BRP;251.7
Uppsala;2002;BRP;266.3
Uppsala;2003;BRP;277.7
Uppsala;2004;BRP;276.1
Uppsala;2005;BRP;290.1
Uppsala;2006;BRP;301.8
Uppsala;2007;BRP;314.1
Uppsala;2008;BRP;320.1
Uppsala;2009;BRP;322.4
Uppsala;2010;BRP;325.4
Uppsala;2011;BRP;345.0
Uppsala;2012;BRP;418.3
Uppsala;2013;BRP;438.0
Uppsala;2014;BRP;453.3
Uppsala;2015;BRP;478.0
Uppsala;2016;BRP;501.3
Uppsala;2017;BRP;520.0
Uppsala;2018;BRP;516.0
Uppsala;2019;BRP;536.3
Uppsala;2020;BRP;536.1
Uppsala;2021;BRP;566.5
Uppsala;2022;BRP;648.7
Uppsala;2023;BRP;662.6
Uppsala;2024;BRP;662.6
Uppsala;2025;BRP;662.6
Västerås;2000;BRP;261.0
Västerås;2001;BRP;274.2
Västerås;2002;BRP;271.2
Västerås;2003;BRP;284.1
Västerås;2004;BRP;286.6
Västerås;2005;BRP;291.1
Västerås;2006;BRP;311.7
Västerås;2007;BRP;336.1
Västerås;2008;BRP;338.6
Västerås;2009;BRP;329.8
Västerås;2010;BRP;350.1
Västerås;2011;BRP;369.9
Västerås;2012;BRP;379.5
Västerås;2013;BRP;395.7
Västerås;2014;BRP;387.0
Västerås;2015;BRP;424.2
Västerås;2016;BRP;432.0
Västerås;2017;BRP;441.7
Västerås;2018;BRP;449.5
Västerås;2019;BRP;445.5
Västerås;2020;BRP;445.9
Västerås;2021;BRP;463.1
Västerås;2022;BRP;492.6
Västerås;2023;BRP;501.2
Västerås;2024;BRP;501.2
Västerås;2025;BRP;501.2
Örebro;2000;BRP;235.7
Örebro;2001;BRP;249.5
Örebro;2002;BRP;264.7
Örebro;2003;BRP;275.1
Örebro;2004;BRP;288.7
Örebro;2005;BRP;299.1
Örebro;2006;BRP;323.0
Örebro;2007;BRP;335.7
Örebro;2008;BRP;352.0
Örebro;2009;BRP;323.5
Örebro;2010;BRP;351.9
Örebro;2011;BRP;380.7
Örebro;2012;BRP;415.6
Örebro;2013;BRP;397.5
Örebro;2014;BRP;410.5
Örebro;2015;BRP;428.1
Örebro;2016;BRP;453.5
Örebro;2017;BRP;473.8
Örebro;2018;BRP;480.6
Örebro;2019;BRP;486.4
Örebro;2020;BRP;492.3
Örebro;2021;BRP;518.3
Örebro;2022;BRP;545.3
Örebro;2023;BRP;589.7
Örebro;2024;BRP;589.7
Örebro;2025;BRP;589.7
Östergötlands län;2000;BRP;234.1
Östergötlands län;2001;BRP;244.7
Östergötlands län;2002;BRP;256.8
Östergötlands län;2003;BRP;258.8
Östergötlands län;2004;BRP;267.2
Östergötlands län;2005;BRP;277.5
Östergötlands län;2006;BRP;291.1
Östergötlands län;2007;BRP;314.4
Östergötlands län;2008;BRP;314.0
Östergötlands län;2009;BRP;316.0
Östergötlands län;2010;BRP;329.4
Östergötlands län;2011;BRP;339.0
Östergötlands län;2012;BRP;337.9
Östergötlands län;2013;BRP;347.8
Östergötlands län;2014;BRP;358.9
Östergötlands län;2015;BRP;377.3
Östergötlands län;2016;BRP;386.6
Östergötlands län;2017;BRP;399.2
Östergötlands län;2018;BRP;414.5
Östergötlands län;2019;BRP;427.1
Östergötlands län;2020;BRP;427.6
Östergötlands län;2021;BRP;458.5
Östergötlands län;2022;BRP;483.2
Östergötlands län;2023;BRP;516.7
Östergötlands län;2024;BRP;516.7
Östergötlands län;2025;BRP;516.7
Fem till tolv;2000;Bostadsbyggande;191.52500000000003
Fem till tolv;2001;Bostadsbyggande;250.1625
Fem till tolv;2002;Bostadsbyggande;310.36249999999995
Fem till tolv;2003;Bostadsbyggande;327.0625
Fem till tolv;2004;Bostadsbyggande;414.775
Fem till tolv;2005;Bostadsbyggande;374.975
Fem till tolv;2006;Bostadsbyggande;473.8624999999999
Fem till tolv;2007;Bostadsbyggande;433.3250000000001
Fem till tolv;2008;Bostadsbyggande;439.9875
Fem till tolv;2009;Bostadsbyggande;253.575
Fem till tolv;2010;Bostadsbyggande;224.6375
Fem till tolv;2011;Bostadsbyggande;230.0125
Fem till tolv;2012;Bostadsbyggande;438.6499999999999
Fem till tolv;2013;Bostadsbyggande;427.1625
Fem till tolv;2014;Bostadsbyggande;409.6625
Fem till tolv;2015;Bostadsbyggande;557.9
Fem till tolv;2016;Bostadsbyggande;779.4875
Fem till tolv;2017;Bostadsbyggande;826.6375
Fem till tolv;2018;Bostadsbyggande;820.4125
Fem till tolv;2019;Bostadsbyggande;740.9125
Fem till tolv;2020;Bostadsbyggande;487.3875
Fem till tolv;2021;Bostadsbyggande;629.8874999999999
Fem till tolv;2022;Bostadsbyggande;679.7499999999999
Fem till tolv;2023;Bostadsbyggande;669.6125000000001
Fem till tolv;2024;Bostadsbyggande;574.5500000000001
Fem till tolv;2025;Bostadsbyggande;261.0875
Fyra stora;2000;Bostadsbyggande;164.14999999999998
Fyra stora;2001;Bostadsbyggande;222.625
Fyra stora;2002;Bostadsbyggande;310.75
Fyra stora;2003;Bostadsbyggande;275.1
Fyra stora;2004;Bostadsbyggande;415.575
Fyra stora;2005;Bostadsbyggande;320.725
Fyra stora;2006;Bostadsbyggande;522.35
Fyra stora;2007;Bostadsbyggande;510.55
Fyra stora;2008;Bostadsbyggande;450.975
Fyra stora;2009;Bostadsbyggande;498.45
Fyra stora;2010;Bostadsbyggande;331.40000000000003
Fyra stora;2011;Bostadsbyggande;355.70000000000005
Fyra stora;2012;Bostadsbyggande;376.875
Fyra stora;2013;Bostadsbyggande;486.725
Fyra stora;2014;Bostadsbyggande;409.725
Fyra stora;2015;Bostadsbyggande;468.975
Fyra stora;2016;Bostadsbyggande;523.4
Fyra stora;2017;Bostadsbyggande;596.0
Fyra stora;2018;Bostadsbyggande;735.075
Fyra stora;2019;Bostadsbyggande;885.4250000000001
Fyra stora;2020;Bostadsbyggande;761.7250000000001
Fyra stora;2021;Bostadsbyggande;668.575
Fyra stora;2022;Bostadsbyggande;692.3
Fyra stora;2023;Bostadsbyggande;889.125
Fyra stora;2024;Bostadsbyggande;761.6
Fyra stora;2025;Bostadsbyggande;356.75
Göteborg;2000;Bostadsbyggande;244.9
Göteborg;2001;Bostadsbyggande;174.4
Göteborg;2002;Bostadsbyggande;264.4
Göteborg;2003;Bostadsbyggande;283.5
Göteborg;2004;Bostadsbyggande;419.8
Göteborg;2005;Bostadsbyggande;305.7
Göteborg;2006;Bostadsbyggande;418.6
Göteborg;2007;Bostadsbyggande;240.2
Göteborg;2008;Bostadsbyggande;471.4
Göteborg;2009;Bostadsbyggande;248.5
Göteborg;2010;Bostadsbyggande;316.7
Göteborg;2011;Bostadsbyggande;278.9
Göteborg;2012;Bostadsbyggande;337.3
Göteborg;2013;Bostadsbyggande;445.2
Göteborg;2014;Bostadsbyggande;333.2
Göteborg;2015;Bostadsbyggande;423.7
Göteborg;2016;Bostadsbyggande;435.2
Göteborg;2017;Bostadsbyggande;362.6
Göteborg;2018;Bostadsbyggande;482.1
Göteborg;2019;Bostadsbyggande;727.1
Göteborg;2020;Bostadsbyggande;720.3
Göteborg;2021;Bostadsbyggande;882.8
Göteborg;2022;Bostadsbyggande;949.2
Göteborg;2023;Bostadsbyggande;811.7
Göteborg;2024;Bostadsbyggande;644.0
Göteborg;2025;Bostadsbyggande;340.4
Helsingborg;2000;Bostadsbyggande;241.3
Helsingborg;2001;Bostadsbyggande;292.9
Helsingborg;2002;Bostadsbyggande;209.3
Helsingborg;2003;Bostadsbyggande;315.6
Helsingborg;2004;Bostadsbyggande;323.2
Helsingborg;2005;Bostadsbyggande;162.0
Helsingborg;2006;Bostadsbyggande;426.2
Helsingborg;2007;Bostadsbyggande;359.1
Helsingborg;2008;Bostadsbyggande;430.6
Helsingborg;2009;Bostadsbyggande;324.6
Helsingborg;2010;Bostadsbyggande;219.8
Helsingborg;2011;Bostadsbyggande;117.0
Helsingborg;2012;Bostadsbyggande;386.8
Helsingborg;2013;Bostadsbyggande;445.3
Helsingborg;2014;Bostadsbyggande;614.9
Helsingborg;2015;Bostadsbyggande;365.2
Helsingborg;2016;Bostadsbyggande;627.0
Helsingborg;2017;Bostadsbyggande;856.8
Helsingborg;2018;Bostadsbyggande;1098.6
Helsingborg;2019;Bostadsbyggande;822.8
Helsingborg;2020;Bostadsbyggande;603.3
Helsingborg;2021;Bostadsbyggande;427.5
Helsingborg;2022;Bostadsbyggande;261.7
Helsingborg;2023;Bostadsbyggande;716.6
Helsingborg;2024;Bostadsbyggande;234.0
Helsingborg;2025;Bostadsbyggande;67.7
Jönköping;2000;Bostadsbyggande;136.2
Jönköping;2001;Bostadsbyggande;217.0
Jönköping;2002;Bostadsbyggande;223.3
Jönköping;2003;Bostadsbyggande;169.0
Jönköping;2004;Bostadsbyggande;465.6
Jönköping;2005;Bostadsbyggande;451.7
Jönköping;2006;Bostadsbyggande;574.1
Jönköping;2007;Bostadsbyggande;276.5
Jönköping;2008;Bostadsbyggande;252.3
Jönköping;2009;Bostadsbyggande;206.0
Jönköping;2010;Bostadsbyggande;119.0
Jönköping;2011;Bostadsbyggande;190.1
Jönköping;2012;Bostadsbyggande;189.3
Jönköping;2013;Bostadsbyggande;886.8
Jönköping;2014;Bostadsbyggande;164.3
Jönköping;2015;Bostadsbyggande;184.6
Jönköping;2016;Bostadsbyggande;512.3
Jönköping;2017;Bostadsbyggande;770.6
Jönköping;2018;Bostadsbyggande;352.0
Jönköping;2019;Bostadsbyggande;500.2
Jönköping;2020;Bostadsbyggande;512.2
Jönköping;2021;Bostadsbyggande;578.3
Jönköping;2022;Bostadsbyggande;707.3
Jönköping;2023;Bostadsbyggande;541.8
Jönköping;2024;Bostadsbyggande;501.7
Jönköping;2025;Bostadsbyggande;141.5
Linköping;2000;Bostadsbyggande;176.2
Linköping;2001;Bostadsbyggande;222.3
Linköping;2002;Bostadsbyggande;222.2
Linköping;2003;Bostadsbyggande;768.2
Linköping;2004;Bostadsbyggande;364.6
Linköping;2005;Bostadsbyggande;300.9
Linköping;2006;Bostadsbyggande;349.0
Linköping;2007;Bostadsbyggande;498.3
Linköping;2008;Bostadsbyggande;508.1
Linköping;2009;Bostadsbyggande;333.6
Linköping;2010;Bostadsbyggande;313.3
Linköping;2011;Bostadsbyggande;264.2
Linköping;2012;Bostadsbyggande;288.0
Linköping;2013;Bostadsbyggande;395.7
Linköping;2014;Bostadsbyggande;368.8
Linköping;2015;Bostadsbyggande;589.8
Linköping;2016;Bostadsbyggande;738.4
Linköping;2017;Bostadsbyggande;1153.5
Linköping;2018;Bostadsbyggande;852.4
Linköping;2019;Bostadsbyggande;552.9
Linköping;2020;Bostadsbyggande;924.7
Linköping;2021;Bostadsbyggande;579.7
Linköping;2022;Bostadsbyggande;789.9
Linköping;2023;Bostadsbyggande;569.9
Linköping;2024;Bostadsbyggande;161.6
Linköping;2025;Bostadsbyggande;475.5
Lkpg-Nkpg;2000;Bostadsbyggande;142.5
Lkpg-Nkpg;2001;Bostadsbyggande;186.2
Lkpg-Nkpg;2002;Bostadsbyggande;170.0
Lkpg-Nkpg;2003;Bostadsbyggande;503.0
Lkpg-Nkpg;2004;Bostadsbyggande;223.35
Lkpg-Nkpg;2005;Bostadsbyggande;230.35
