basområde,tid,Barnfattigdom,Behöriga gymnasiets yrkesprogram,Bilinnehav,Boende per hushåll,Bostadsrätt,Ej självförsörjande,Ekonomiskt bistånd totalt,Ensamstående hushåll,Flera bilar,Folkmängd,Förgymnasial utbildning,Förgymnasial utbildning kvinnor,Förgymnasial utbildning män,Förvärvsinkomst (tkr),Förvärvsinkomst (tkr) kvinnor,Förvärvsinkomst (tkr) män,Gini-koefficient,Gymnasieexamen inom 3-5 år,Hyresrätt,Ingår,Inskrivna arbetslösa,Inskrivna förskolebarn,Kvarboende minst ett år,Kvarboende minst fem år,Kvarboende minst tre år,Kvinnors andel förvärvsinkomst,Kvinnors andel nettoinkomst,Kvm per hushåll,Kvm per person,Kvot mellan dag- och nattbefolkning,Kvot mellan in- och utflyttning inom kommunen,Kvot mellan in- och utflyttning inom kommunen av förvärvsarbetande,Kvot mellan in-och utflyttning totalt,Kvot mellan inrikes in- och utflyttning av förvärvsarbetande,Kön,Låg ekonomisk standard,Låg inkomststandard,Lång eftergymnasial utbildning,Långvarigt ekonomiskt bistånd,Meritvärde grundskolan,Nettoinkomst (tkr),Nettoinkomst (tkr) kvinnor,Nettoinkomst (tkr) män,"Nettoinkomst, andel",Ohälsotal 50-64 år,Index: Samlat SEI (16 indikatorer),SEIsnitt medel,Skolungdomar 6-15 år,Små bostäder,Sysselsättningsgrad,Sysselsättningsgrad kvinnor,Sysselsättningsgrad män,Trångbodda hushåll,UVAS,Utländsk bakgrund,Utländsk bakgrund kvinnor,Utländsk bakgrund män,Utrikes födda,Valdeltagande,Äganderätt,Äldre 80+ år,Befolkning 0-19 år,Befolkning 20-64 år,Befolkning 65+ år,Befolkningsförändring,Bostadsrätter,Bostäder,Döda,Födda,Förgymnasial utb,Förvärvsarbetande dagbefolkning,Förvärvsarbetande nattbefolkning,Gymnasial utb,Hushåll,Hushåll ensamstående,Hushåll sammanboende,Hushåll övriga,Hyresrätter,Inflyttning,Inflyttning annat län,Inflyttning av förvärvsarbetande från annat basområde,Inflyttning egen kommun,Inflyttning inom länet,Invandring,Invånarantal,Kort eftergymnasial utb,Lång eftergymnasial utb,Nybyggda bostadsrätter,Nybyggda bostäder,Nybyggda hyresrätter,Nybyggda äganderätter,Uppgift saknas utb,Utflyttning,Utflyttning annat län,Utflyttning av förvärvsarbetande till annat basområde,Utflyttning egen kommun,Utflyttning inom länet,Utvandring,Äganderätter,Försörjningskvot,Nettopendling,Inrikes inflyttning,Inrikes utflyttning,Flyttningsnetto,Flyttningsnetto inom kommunen,Inrikes flyttningsnetto,Migrationsnetto,Födelseöverskott,Nettoflyttning förvärvsarbetande,Index: Ekonomisk Utsatthet,Index: Socialt & Humankapital,Index: Fysisk Bostadssegregation,Index: Demografisk Koncentration,KodNyko4,Stadsdelskod_(Nyko3),Stadsdel,Karaktär_bas,Karaktär_detalj,SEI_indikatorer16,Inkluderad,Områdestyp
Alsätter östra,2024,60.916,64.3,41.2,2.32,,46.0,8.41,58.5,6.3,1542.0,21.069,22.345,19.92,286.1,229.4,344.4,0.293,50.0,99.7,1.0,11.9,84.0,84.112,42.412,56.68,66.609,78.604,71.5,30.8,0.073,1.181,1.147,1.008,0.99,48.119,41.589,13.2,23.795,5.67,151.0,225.5,205.0,260.8,72.648,67.5,1.5,1.0,12.711,12.2,64.78,56.858,71.912,24.5,9.9,66.278,68.329,64.375,47.341,62.53,,3.372,407.0,954.0,181.0,20.0,0.0,741.0,10.0,29.0,201.0,47.0,646.0,335.0,714.0,418.0,223.0,73.0,741.0,240.0,30.0,78.0,163.0,30.0,17.0,1542.0,152.0,227.0,,,,,39.0,238.0,42.0,68.0,138.0,29.0,29.0,0.0,0.616,-599.0,60.0,71.0,2.0,25.0,-11.0,-12.0,19.0,10.0,7.197,6.993,7.499,5.297,1113.0,111.0,Ryd,Stadsdel,Yttre staden,1,1,Standard
Alsätter östra,2025,60.916,42.857,42.5,2.32,,46.0,8.41,57.18,6.4,1554.0,19.792,20.697,18.962,286.1,229.4,344.4,0.293,50.0,99.6,1.0,13.206,84.0,81.467,40.541,55.598,66.609,78.604,71.7,30.9,0.073,1.032,0.881,0.997,0.795,48.649,41.589,13.2,22.708,5.67,151.0,225.5,205.0,260.8,72.648,68.3,1.563,1.0,13.642,11.7,64.78,56.858,71.912,24.8,9.9,66.795,68.122,65.539,47.169,62.53,,3.089,415.0,960.0,179.0,12.0,0.0,741.0,16.0,24.0,190.0,47.0,646.0,335.0,717.0,410.0,240.0,67.0,741.0,301.0,26.0,74.0,225.0,24.0,26.0,1554.0,171.0,218.0,,,,,46.0,302.0,54.0,84.0,218.0,18.0,12.0,0.0,0.619,-599.0,50.0,72.0,-1.0,7.0,-22.0,14.0,8.0,-10.0,7.188,6.777,7.895,5.469,1113.0,111.0,Ryd,Stadsdel,Yttre staden,1,1,Standard
Arnebo,2015,7.1,,73.7,2.84,,20.0,1.2,27.0,34.2,102.0,4.286,3.226,5.128,311.4,290.0,332.0,0.278,88.0,0.0,1.0,1.4,89.0,95.327,67.29,78.505,87.349,87.939,122.7,43.2,0.294,0.667,1.5,1.0,2.5,46.078,1.0,2.0,18.571,0.0,213.0,258.7,242.8,276.1,115.337,19.9,5.4,5.0,10.784,7.9,91.429,100.0,84.615,0.0,5.0,8.824,10.638,7.273,5.882,90.285,100.0,2.941,20.0,70.0,12.0,2.0,0.0,37.0,1.0,1.0,3.0,20.0,68.0,48.0,37.0,10.0,23.0,4.0,0.0,7.0,2.0,3.0,4.0,1.0,0.0,102.0,5.0,13.0,,1.0,,1.0,1.0,7.0,1.0,2.0,6.0,0.0,0.0,37.0,0.457,-48.0,3.0,1.0,0.0,-2.0,2.0,0.0,0.0,1.0,-2.203,-2.01,-2.919,-0.789,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2016,7.1,,73.7,2.84,,20.8,1.1,28.9,34.2,108.0,2.778,0.0,4.878,314.9,304.7,329.0,0.28,95.0,0.0,1.0,0.0,89.0,95.327,67.29,78.505,92.614,94.161,122.7,43.2,0.282,1.4,0.75,0.875,0.6,46.296,4.0,2.0,19.444,0.0,227.0,231.5,229.0,243.2,100.871,20.1,5.533,5.0,10.185,7.9,94.444,100.0,90.244,0.0,5.0,11.111,12.0,10.345,8.333,90.285,100.0,2.778,22.0,72.0,14.0,6.0,0.0,38.0,0.0,3.0,2.0,20.0,71.0,48.0,38.0,11.0,24.0,3.0,0.0,7.0,0.0,3.0,7.0,0.0,0.0,108.0,5.0,14.0,,1.0,,1.0,3.0,8.0,1.0,4.0,5.0,2.0,0.0,38.0,0.5,-51.0,0.0,3.0,-1.0,2.0,-3.0,0.0,3.0,-1.0,-2.141,-2.134,-2.911,-0.526,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2017,7.1,,76.3,2.82,,15.7,0.0,26.3,36.8,107.0,4.286,0.0,7.692,308.9,304.0,341.3,0.304,92.0,0.0,1.0,1.3,82.0,95.327,67.29,78.505,89.071,85.181,122.7,43.6,0.257,0.6,0.333,0.833,0.667,48.598,1.9,2.0,20.0,0.0,230.0,246.0,214.4,251.7,104.237,13.9,5.4,5.0,7.477,7.9,92.857,96.774,89.744,0.0,5.0,9.346,11.538,0.0,6.542,90.285,100.0,2.804,22.0,70.0,15.0,-1.0,0.0,38.0,0.0,0.0,3.0,18.0,70.0,46.0,38.0,10.0,24.0,4.0,0.0,5.0,0.0,1.0,3.0,2.0,0.0,107.0,6.0,14.0,,1.0,,1.0,1.0,6.0,1.0,3.0,5.0,0.0,0.0,38.0,0.529,-52.0,2.0,1.0,-1.0,-2.0,1.0,0.0,0.0,-2.0,-2.354,-2.087,-3.046,-0.83,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2018,7.1,,73.7,2.66,,17.4,2.3,21.1,34.2,101.0,4.348,0.0,7.317,332.8,299.9,336.0,0.217,100.0,0.0,1.0,1.4,92.0,95.05,70.297,84.158,89.256,79.749,122.7,46.1,0.203,0.429,0.4,0.455,0.429,47.525,2.0,2.0,20.29,1.2,243.0,249.1,228.8,286.9,102.258,35.4,5.333,5.0,7.921,7.9,92.754,96.429,90.244,0.0,6.7,9.901,12.5,7.547,6.931,92.81,100.0,3.96,17.0,69.0,15.0,-6.0,0.0,38.0,0.0,0.0,3.0,14.0,69.0,44.0,38.0,8.0,25.0,5.0,0.0,5.0,0.0,2.0,3.0,2.0,0.0,101.0,7.0,14.0,,1.0,,1.0,1.0,11.0,2.0,5.0,7.0,2.0,0.0,38.0,0.464,-55.0,2.0,4.0,-6.0,-4.0,-2.0,0.0,0.0,-3.0,-1.781,-1.482,-3.011,-0.79,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2019,7.1,,73.0,2.73,,20.9,2.3,27.0,43.2,101.0,4.478,0.0,8.108,360.8,309.5,372.3,0.283,83.0,0.0,1.0,4.2,87.0,93.069,75.248,85.149,83.132,88.744,121.8,44.6,0.242,0.4,1.0,0.75,2.0,48.515,7.9,2.0,22.388,1.2,218.0,251.7,238.9,269.2,99.683,14.2,4.933,5.0,5.941,8.1,88.06,86.667,89.189,0.0,5.0,8.911,10.204,7.692,5.941,92.81,100.0,3.96,20.0,67.0,14.0,0.0,0.0,37.0,1.0,2.0,3.0,16.0,66.0,41.0,37.0,10.0,23.0,4.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,101.0,7.0,15.0,,1.0,,1.0,1.0,8.0,1.0,2.0,5.0,2.0,0.0,37.0,0.507,-50.0,4.0,3.0,-2.0,-3.0,1.0,0.0,1.0,0.0,-0.883,-2.305,-2.768,-0.958,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2020,6.7,,74.4,2.54,,20.9,1.2,25.6,43.6,99.0,5.97,3.333,8.108,331.1,288.2,372.9,0.239,95.0,0.0,1.0,2.7,86.0,90.909,75.758,81.818,77.286,79.088,123.2,48.6,0.232,0.667,1.25,0.8,1.5,47.475,6.1,2.0,22.388,1.2,257.0,255.2,227.3,287.4,99.804,14.6,4.8,5.0,7.071,7.7,89.552,86.667,91.892,0.0,7.1,8.081,10.638,5.769,5.051,92.81,100.0,4.04,17.0,67.0,15.0,-2.0,0.0,39.0,1.0,1.0,4.0,16.0,69.0,41.0,39.0,10.0,25.0,4.0,0.0,8.0,1.0,5.0,6.0,1.0,0.0,99.0,7.0,15.0,,1.0,,1.0,0.0,10.0,0.0,4.0,9.0,1.0,0.0,39.0,0.478,-53.0,2.0,1.0,-2.0,-3.0,1.0,0.0,0.0,1.0,-1.068,-2.054,-2.672,-1.095,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2021,14.3,,68.3,2.39,,18.5,0.0,24.4,36.6,98.0,4.615,3.333,5.714,394.4,346.9,414.2,0.245,88.0,0.0,1.0,5.8,93.0,92.857,77.551,82.653,83.752,77.239,120.9,50.6,0.25,0.286,1.25,0.75,0.429,46.939,9.2,2.0,21.538,0.0,239.0,314.5,261.3,338.3,117.132,35.4,5.071,5.0,8.163,7.3,86.154,93.333,80.0,0.0,7.1,7.143,8.696,5.769,4.082,92.81,100.0,4.082,16.0,65.0,17.0,-1.0,0.0,41.0,0.0,1.0,3.0,16.0,64.0,40.0,41.0,10.0,28.0,3.0,0.0,6.0,2.0,5.0,2.0,2.0,0.0,98.0,8.0,14.0,,1.0,,1.0,0.0,8.0,1.0,6.0,7.0,0.0,0.0,41.0,0.508,-48.0,4.0,1.0,-2.0,-5.0,3.0,0.0,1.0,-1.0,-0.73,-1.186,-2.543,-1.253,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2022,14.3,,68.3,2.37,,21.0,2.5,26.8,34.1,97.0,4.839,3.333,6.25,375.3,344.4,414.0,0.289,72.0,0.0,1.0,3.0,90.0,89.691,74.227,79.381,83.188,79.284,120.9,51.1,0.224,1.286,0.833,0.933,0.583,47.423,4.1,2.0,24.194,0.0,204.0,313.2,270.2,340.8,112.097,32.1,5.357,5.0,9.278,7.3,93.548,93.333,93.75,0.0,7.1,6.186,6.522,5.882,3.093,90.688,100.0,4.124,17.0,62.0,18.0,-1.0,0.0,41.0,0.0,0.0,3.0,15.0,67.0,36.0,41.0,11.0,26.0,4.0,0.0,14.0,4.0,5.0,9.0,1.0,0.0,97.0,8.0,15.0,,1.0,,1.0,0.0,15.0,6.0,6.0,7.0,2.0,0.0,41.0,0.565,-52.0,5.0,8.0,-1.0,2.0,-3.0,0.0,0.0,-1.0,-1.265,-1.103,-2.291,-1.413,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2023,14.3,,65.9,2.29,,18.0,1.3,31.7,26.8,94.0,3.279,0.0,6.452,398.1,374.5,421.1,0.266,72.0,0.0,1.0,0.0,88.0,94.681,73.404,78.723,88.934,90.89,120.9,52.7,0.23,0.571,0.25,0.5,0.4,46.809,2.1,1.1,24.59,1.3,249.0,319.0,309.3,340.3,108.503,31.4,5.143,5.0,6.383,7.3,86.885,90.0,83.871,0.0,7.1,4.255,4.545,4.0,2.128,90.688,100.0,4.255,17.0,61.0,16.0,-3.0,0.0,41.0,0.0,2.0,2.0,14.0,61.0,35.0,41.0,13.0,26.0,2.0,0.0,5.0,1.0,1.0,4.0,0.0,0.0,94.0,9.0,15.0,,1.0,,1.0,0.0,10.0,2.0,4.0,7.0,1.0,0.0,41.0,0.541,-47.0,1.0,3.0,-5.0,-3.0,-2.0,0.0,2.0,-3.0,-1.65,-1.24,-2.64,-1.599,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2024,12.5,,72.1,2.29,,19.0,1.2,27.9,27.9,99.0,3.175,0.0,5.882,410.1,358.9,450.2,0.231,72.0,0.0,1.0,1.6,87.0,84.848,65.657,74.747,79.72,84.473,120.9,52.7,0.185,1.25,5.0,1.667,3.0,44.444,8.081,0.0,25.397,1.2,228.0,311.9,305.2,361.3,100.483,29.6,4.786,5.0,5.051,7.0,88.889,82.759,94.118,0.0,7.1,3.03,2.273,3.636,1.01,90.688,97.674,5.051,17.0,63.0,19.0,5.0,0.0,42.0,0.0,1.0,2.0,12.0,65.0,35.0,43.0,12.0,27.0,4.0,0.0,10.0,2.0,5.0,5.0,3.0,0.0,99.0,10.0,16.0,,1.0,,1.0,0.0,6.0,0.0,1.0,4.0,2.0,0.0,42.0,0.571,-53.0,5.0,2.0,4.0,1.0,3.0,0.0,1.0,4.0,-0.901,-1.372,-1.959,-1.762,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Arnebo,2025,12.5,,70.5,2.15,,19.0,1.2,36.36,22.7,94.0,5.263,3.571,6.897,410.1,358.9,450.2,0.231,72.0,0.0,1.0,5.97,87.0,96.809,70.213,80.851,79.72,84.473,120.4,56.1,0.185,0.167,0.25,0.429,0.5,44.681,8.081,0.0,28.07,1.2,228.0,311.9,305.2,361.3,100.483,35.2,4.571,5.0,5.319,6.8,88.889,82.759,94.118,0.0,7.1,3.191,2.381,3.846,1.064,90.688,95.455,5.319,16.0,57.0,21.0,-5.0,0.0,42.0,1.0,0.0,3.0,12.0,65.0,28.0,44.0,16.0,25.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,94.0,10.0,16.0,,1.0,,1.0,0.0,7.0,0.0,4.0,6.0,1.0,0.0,42.0,0.649,-53.0,2.0,1.0,-4.0,-5.0,1.0,0.0,-1.0,-3.0,-0.131,-0.752,-3.16,-1.773,5305.0,530.0,Brokinds omland,Landsbygd,Yttre landsbygd,5,1,Standard
Askeby,2015,3.9,100.0,84.8,3.03,,16.4,1.2,23.9,43.8,496.0,4.4,4.237,4.545,342.9,299.7,391.7,0.278,89.0,4.4,1.0,1.9,72.0,92.886,71.545,79.878,76.513,76.967,132.8,43.9,0.276,0.962,1.0,0.881,0.864,48.387,6.7,0.8,34.4,0.0,225.0,261.3,230.9,300.0,116.496,30.2,4.938,5.0,20.161,0.0,90.8,89.831,91.667,0.0,7.5,7.258,6.25,8.203,5.444,86.078,80.556,4.234,162.0,250.0,84.0,-1.0,0.0,153.0,1.0,5.0,11.0,66.0,239.0,111.0,180.0,43.0,134.0,3.0,8.0,37.0,4.0,14.0,25.0,8.0,0.0,496.0,40.0,86.0,,1.0,,1.0,2.0,42.0,10.0,14.0,26.0,6.0,0.0,145.0,0.984,-173.0,12.0,16.0,-5.0,-1.0,-4.0,0.0,4.0,0.0,-1.617,-0.951,-3.542,-0.923,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2016,3.9,90.0,84.8,3.03,,10.9,0.6,24.2,43.8,500.0,3.629,2.5,4.688,349.0,305.4,391.1,0.298,100.0,2.8,1.0,2.7,78.0,92.886,71.545,79.878,78.087,72.753,132.8,43.9,0.434,1.3,1.231,1.063,1.158,48.0,2.4,0.8,35.081,0.3,228.0,269.3,227.5,312.7,117.342,21.4,5.0,5.0,19.8,0.0,93.145,91.667,94.531,0.0,7.5,8.2,7.5,8.846,6.4,86.078,83.146,4.2,166.0,248.0,86.0,4.0,0.0,154.0,2.0,4.0,9.0,106.0,244.0,108.0,178.0,43.0,131.0,4.0,6.0,34.0,2.0,16.0,26.0,6.0,0.0,500.0,41.0,87.0,,1.0,,1.0,3.0,32.0,6.0,13.0,20.0,6.0,0.0,148.0,1.016,-138.0,8.0,12.0,2.0,6.0,-4.0,0.0,2.0,3.0,-2.003,-1.239,-3.582,-0.853,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2017,1.3,90.0,85.7,3.03,,9.7,0.3,24.6,49.1,492.0,3.239,2.479,3.968,377.1,335.8,420.6,0.287,87.0,2.9,1.0,1.9,82.0,92.886,71.545,79.878,79.838,79.04,133.0,43.8,0.483,0.897,1.167,0.707,0.842,48.171,3.7,0.8,36.032,0.3,202.0,284.5,256.8,324.9,120.551,11.4,5.333,5.0,20.935,0.0,92.308,90.083,94.444,0.0,7.5,8.537,7.595,9.412,6.911,86.078,84.0,3.862,167.0,247.0,78.0,-8.0,0.0,153.0,2.0,6.0,8.0,114.0,236.0,107.0,175.0,43.0,128.0,4.0,6.0,29.0,1.0,14.0,26.0,1.0,1.0,492.0,40.0,89.0,,1.0,,1.0,3.0,41.0,5.0,12.0,29.0,7.0,0.0,147.0,0.992,-122.0,2.0,12.0,-12.0,-3.0,-10.0,1.0,4.0,2.0,-2.079,-1.568,-3.632,-0.854,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2018,0.7,100.0,86.0,3.05,,9.1,0.6,24.2,48.3,498.0,3.162,2.344,4.0,392.7,345.0,435.3,0.294,86.0,2.8,1.0,1.2,87.0,93.574,69.88,79.719,79.256,73.355,132.8,43.6,0.448,1.333,1.4,1.16,1.385,48.996,3.4,0.8,37.945,0.3,228.0,291.0,253.0,344.9,119.458,18.8,5.625,5.0,19.277,0.0,92.885,92.188,93.6,0.0,3.2,9.639,8.197,11.024,7.831,87.908,83.146,3.815,168.0,253.0,77.0,6.0,0.0,154.0,1.0,3.0,8.0,113.0,252.0,109.0,178.0,43.0,131.0,4.0,6.0,29.0,5.0,14.0,24.0,0.0,0.0,498.0,36.0,96.0,,1.0,,1.0,4.0,25.0,0.0,10.0,18.0,7.0,0.0,148.0,0.968,-139.0,5.0,7.0,4.0,6.0,-2.0,0.0,2.0,4.0,-2.84,-1.372,-3.812,-0.741,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2019,7.6,100.0,82.7,3.1,,14.4,0.6,22.3,48.0,512.0,3.422,2.239,4.651,398.2,353.5,451.9,0.325,95.0,2.8,1.0,0.4,85.0,92.578,68.945,80.469,78.225,72.88,132.8,42.9,0.386,0.875,1.125,1.25,1.545,48.633,7.9,0.8,37.262,0.3,204.0,295.6,255.3,350.3,117.069,14.2,5.125,5.0,17.773,0.0,91.255,88.06,94.574,0.6,2.8,9.961,8.032,11.787,8.008,87.908,83.24,3.711,172.0,263.0,77.0,14.0,0.0,156.0,0.0,8.0,9.0,103.0,267.0,111.0,179.0,40.0,132.0,7.0,6.0,30.0,3.0,9.0,14.0,10.0,3.0,512.0,40.0,98.0,,1.0,,1.0,5.0,24.0,5.0,8.0,16.0,1.0,2.0,150.0,0.947,-164.0,13.0,6.0,6.0,-2.0,7.0,1.0,8.0,1.0,-2.367,-1.511,-3.419,-0.745,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2020,1.4,100.0,81.0,2.99,,10.5,0.3,25.1,46.4,493.0,2.734,2.362,3.101,402.1,368.5,434.6,0.269,83.0,2.2,1.0,2.5,86.0,94.118,69.98,82.556,84.791,72.093,132.9,44.4,0.362,0.559,0.5,0.571,0.536,47.667,4.3,0.8,38.672,0.3,205.0,292.5,244.9,339.7,114.392,11.4,5.313,5.0,16.633,0.0,92.969,91.339,94.574,0.0,5.6,10.345,8.936,11.628,8.316,87.908,83.24,4.057,160.0,256.0,77.0,-19.0,0.0,155.0,3.0,3.0,7.0,93.0,257.0,105.0,179.0,45.0,130.0,4.0,6.0,24.0,1.0,12.0,19.0,4.0,0.0,493.0,42.0,99.0,,1.0,,1.0,3.0,42.0,5.0,24.0,34.0,3.0,0.0,149.0,0.926,-164.0,5.0,8.0,-18.0,-15.0,-3.0,0.0,0.0,-12.0,-2.228,-1.674,-3.571,-0.72,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2021,1.4,100.0,82.8,3.04,,11.5,0.6,23.3,43.9,501.0,2.672,0.758,4.615,411.4,352.4,462.4,0.293,91.0,2.2,1.0,1.5,85.0,94.411,72.655,84.232,76.211,79.825,133.1,43.8,0.33,1.385,2.4,1.167,1.556,47.705,3.8,0.8,39.313,0.6,222.0,306.3,273.0,342.0,114.078,11.0,5.0,5.0,17.166,0.0,93.511,92.424,94.615,0.0,7.6,10.579,8.787,12.214,8.383,87.908,82.778,3.593,164.0,262.0,75.0,8.0,0.0,155.0,4.0,9.0,7.0,88.0,267.0,104.0,180.0,42.0,134.0,4.0,6.0,21.0,2.0,12.0,18.0,1.0,0.0,501.0,45.0,103.0,,1.0,,1.0,3.0,18.0,0.0,5.0,13.0,5.0,0.0,149.0,0.912,-179.0,3.0,5.0,3.0,5.0,-2.0,0.0,5.0,7.0,-2.029,-1.7,-3.671,-0.729,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2022,4.2,91.7,84.3,3.06,,12.2,0.3,24.2,45.5,498.0,2.662,1.527,3.788,431.2,374.6,475.6,0.293,93.0,2.2,1.0,2.5,87.0,92.169,74.297,82.53,78.764,77.403,133.1,43.5,0.156,1.0,1.063,0.761,0.645,47.59,4.7,1.8,38.023,0.3,223.0,322.1,284.3,367.3,115.283,13.2,4.938,5.0,15.663,0.0,92.776,91.603,93.939,0.0,9.2,11.847,9.705,13.793,9.639,89.585,83.708,3.815,162.0,263.0,73.0,-3.0,0.0,155.0,1.0,9.0,7.0,42.0,270.0,108.0,178.0,43.0,132.0,3.0,6.0,35.0,3.0,17.0,24.0,5.0,3.0,498.0,43.0,100.0,,1.0,,1.0,5.0,46.0,10.0,16.0,24.0,12.0,0.0,149.0,0.894,-228.0,8.0,22.0,-11.0,0.0,-14.0,3.0,8.0,1.0,-1.514,-2.183,-3.575,-0.591,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2023,1.4,92.9,86.0,3.07,,9.2,0.28,22.9,45.8,501.0,2.692,1.55,3.817,453.3,405.8,499.1,0.318,93.0,1.7,1.0,1.4,91.0,93.613,72.655,81.238,81.306,77.677,133.3,43.5,0.112,0.824,0.909,0.933,1.059,48.104,2.8,0.6,39.615,0.28,208.0,349.1,307.6,396.0,118.741,13.3,5.438,5.0,13.972,0.0,92.692,92.248,93.13,0.0,2.9,11.178,9.129,13.077,8.982,89.585,83.799,3.593,164.0,260.0,77.0,3.0,0.0,153.0,1.0,5.0,7.0,30.0,269.0,101.0,179.0,41.0,132.0,6.0,3.0,28.0,2.0,10.0,14.0,8.0,4.0,501.0,44.0,103.0,,1.0,,1.0,5.0,30.0,12.0,11.0,17.0,1.0,0.0,150.0,0.927,-239.0,10.0,13.0,-2.0,-3.0,-3.0,4.0,4.0,-1.0,-2.587,-2.276,-3.813,-0.696,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2024,3.401,92.9,85.5,3.1,,9.3,0.28,24.6,45.3,503.0,2.612,1.471,3.788,482.2,429.5,531.6,0.295,93.0,1.1,1.0,1.1,94.0,91.054,69.781,78.529,80.794,72.648,134.7,43.5,0.142,1.08,0.667,1.075,0.783,49.105,3.421,1.0,39.925,0.28,193.0,374.6,315.0,433.6,120.683,11.9,5.6,5.0,14.513,0.0,92.91,90.441,95.455,0.0,3.3,10.736,8.097,13.281,8.549,89.585,83.799,3.181,163.0,268.0,72.0,2.0,0.0,153.0,5.0,4.0,7.0,39.0,275.0,102.0,179.0,44.0,129.0,6.0,3.0,43.0,6.0,12.0,27.0,8.0,2.0,503.0,46.0,107.0,,1.0,,1.0,6.0,40.0,2.0,18.0,25.0,10.0,3.0,150.0,0.877,-236.0,14.0,12.0,3.0,2.0,2.0,-1.0,-1.0,-6.0,-2.616,-2.348,-3.579,-0.767,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby,2025,3.401,100.0,87.5,3.04,,9.3,0.28,22.73,47.2,489.0,2.724,1.55,3.906,482.2,429.5,531.6,0.295,93.0,1.1,1.0,1.394,94.0,96.115,72.393,83.845,80.794,72.648,134.9,44.4,0.142,0.654,0.824,0.632,0.75,48.671,3.421,1.0,40.078,0.28,193.0,374.6,315.0,433.6,120.683,14.1,5.688,5.0,15.133,0.0,92.91,90.441,95.455,0.0,3.3,11.247,8.824,13.546,9.407,89.585,84.659,3.272,160.0,257.0,72.0,-14.0,0.0,152.0,3.0,3.0,7.0,39.0,275.0,93.0,176.0,40.0,131.0,5.0,3.0,24.0,3.0,14.0,17.0,3.0,1.0,489.0,48.0,103.0,,1.0,,1.0,6.0,38.0,6.0,17.0,26.0,5.0,1.0,149.0,0.903,-236.0,6.0,11.0,-14.0,-9.0,-5.0,0.0,0.0,-3.0,-2.596,-2.117,-4.228,-0.673,6511.0,651.0,Askeby,Tätort,Mindre tätort,6,1,Standard
Askeby glesbygd,2015,3.0,100.0,76.7,2.8,,13.7,0.0,22.3,39.8,283.0,6.211,6.41,6.024,338.9,305.4,393.8,0.294,89.0,1.0,1.0,3.5,72.0,88.673,67.314,75.728,77.552,77.84,129.6,46.3,0.182,1.176,1.556,0.885,1.333,48.763,4.2,0.3,22.36,0.0,225.0,260.4,237.1,304.6,116.095,25.9,4.813,5.0,13.074,9.7,95.031,94.872,95.181,0.0,1.7,2.12,1.449,2.759,1.413,86.078,97.087,3.18,77.0,161.0,45.0,-2.0,0.0,101.0,1.0,2.0,10.0,30.0,165.0,78.0,103.0,23.0,78.0,2.0,1.0,23.0,1.0,14.0,20.0,2.0,0.0,283.0,37.0,36.0,,1.0,,1.0,0.0,26.0,2.0,9.0,17.0,7.0,0.0,100.0,0.758,-135.0,3.0,9.0,-3.0,3.0,-6.0,0.0,1.0,5.0,-2.406,-0.819,-2.477,-1.55,6501.0,650.0,Askeby omland,Landsbygd,Yttre landsbygd,5,1,Standard
