basområde,tid,Barnfattigdom,Behöriga gymnasiets yrkesprogram,Bilinnehav,Boende per hushåll,Bostadsrätt,Ej självförsörjande,Ekonomiskt bistånd totalt,Ensamstående hushåll,Flera bilar,Folkmängd,Förgymnasial utbildning,Förgymnasial utbildning kvinnor,Förgymnasial utbildning män,Förvärvsinkomst (tkr),Förvärvsinkomst (tkr) kvinnor,Förvärvsinkomst (tkr) män,Gini-koefficient,Gymnasieexamen inom 3-5 år,Hyresrätt,Ingår,Inskrivna arbetslösa,Inskrivna förskolebarn,Kvarboende minst ett år,Kvarboende minst fem år,Kvarboende minst tre år,Kvinnors andel förvärvsinkomst,Kvinnors andel nettoinkomst,Kvm per hushåll,Kvm per person,Kvot mellan dag- och nattbefolkning,Kvot mellan in- och utflyttning inom kommunen,Kvot mellan in- och utflyttning inom kommunen av förvärvsarbetande,Kvot mellan in-och utflyttning totalt,Kvot mellan inrikes in- och utflyttning av förvärvsarbetande,Kön,Låg ekonomisk standard,Låg inkomststandard,Lång eftergymnasial utbildning,Långvarigt ekonomiskt bistånd,Meritvärde grundskolan,Nettoinkomst (tkr),Nettoinkomst (tkr) kvinnor,Nettoinkomst (tkr) män,"Nettoinkomst, andel",Ohälsotal 50-64 år,Index: Samlat SEI (16 indikatorer),SEIsnitt medel,Skolungdomar 6-15 år,Små bostäder,Sysselsättningsgrad,Sysselsättningsgrad kvinnor,Sysselsättningsgrad män,Trångbodda hushåll,UVAS,Utländsk bakgrund,Utländsk bakgrund kvinnor,Utländsk bakgrund män,Utrikes födda,Valdeltagande,Äganderätt,Äldre 80+ år,Befolkning 0-19 år,Befolkning 20-64 år,Befolkning 65+ år,Befolkningsförändring,Bostadsrätter,Bostäder,Döda,Födda,Förgymnasial utb,Förvärvsarbetande dagbefolkning,Förvärvsarbetande nattbefolkning,Gymnasial utb,Hushåll,Hushåll ensamstående,Hushåll sammanboende,Hushåll övriga,Hyresrätter,Inflyttning,Inflyttning annat län,Inflyttning av förvärvsarbetande från annat basområde,Inflyttning egen kommun,Inflyttning inom länet,Invandring,Invånarantal,Kort eftergymnasial utb,Lång eftergymnasial utb,Nybyggda bostadsrätter,Nybyggda bostäder,Nybyggda hyresrätter,Nybyggda äganderätter,Uppgift saknas utb,Utflyttning,Utflyttning annat län,Utflyttning av förvärvsarbetande till annat basområde,Utflyttning egen kommun,Utflyttning inom länet,Utvandring,Äganderätter,Försörjningskvot,Nettopendling,Inrikes inflyttning,Inrikes utflyttning,Flyttningsnetto,Flyttningsnetto inom kommunen,Inrikes flyttningsnetto,Migrationsnetto,Födelseöverskott,Nettoflyttning förvärvsarbetande,Index: Ekonomisk Utsatthet,Index: Socialt & Humankapital,Index: Fysisk Bostadssegregation,Index: Demografisk Koncentration,KodNyko4,Stadsdelskod_(Nyko3),Stadsdel,Karaktär_bas,Karaktär_detalj,SEI_indikatorer16,Inkluderad,Områdestyp
Kareby,2025,,,,,,33.3,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,1269.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.333,1266.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.258,0.0,0.0,0.0,1134.0,113.0,Tornby,Stadsdel,Yttre staden,..,..,Verksamhetsområde
Kolbyttemon,2015,8.3,,100.0,3.15,,8.8,0.0,10.5,50.0,62.0,3.226,0.0,0.0,390.4,357.3,413.8,0.204,88.0,5.3,1.0,0.0,89.0,93.846,84.615,89.231,86.346,93.831,127.0,40.3,0.029,0.25,0.167,0.25,0.167,46.774,4.8,5.2,44.118,0.0,213.0,318.3,304.2,324.2,141.908,100.5,5.643,5.0,24.194,10.0,97.059,93.75,100.0,0.0,,1.724,0.0,0.0,1.724,90.285,94.737,1.613,24.0,34.0,4.0,-6.0,0.0,19.0,0.0,0.0,0.0,1.0,35.0,18.0,19.0,2.0,17.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,62.0,1.0,15.0,,,,,0.0,8.0,0.0,6.0,8.0,0.0,0.0,18.0,0.824,-34.0,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0,-5.0,-2.319,0.193,-3.839,-1.553,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2016,7.7,,100.0,3.15,,3.2,0.0,25.0,50.0,63.0,3.226,0.0,0.0,408.0,351.3,437.2,0.473,95.0,5.3,1.0,5.9,89.0,93.846,84.615,89.231,80.352,87.974,127.0,40.3,0.034,1.333,0.333,1.0,0.333,47.619,4.8,5.2,41.935,0.0,227.0,310.9,297.0,337.6,135.468,57.2,5.571,5.0,28.571,10.0,90.323,86.667,93.75,0.0,,1.724,0.0,0.0,1.724,90.285,100.0,1.587,26.0,31.0,6.0,1.0,0.0,20.0,0.0,1.0,0.0,1.0,29.0,17.0,20.0,5.0,15.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,63.0,1.0,13.0,,,,,0.0,4.0,0.0,3.0,3.0,1.0,0.0,20.0,1.032,-28.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,-2.0,-1.673,-0.825,-3.827,-1.609,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2017,15.4,,100.0,3.25,,15.6,0.0,15.0,55.0,65.0,3.226,0.0,0.0,383.6,315.9,438.4,0.219,92.0,5.0,1.0,3.2,82.0,93.846,84.615,89.231,72.057,77.708,127.0,39.1,0.033,2.0,2.0,2.0,1.5,49.231,10.8,5.2,40.625,0.0,230.0,289.4,248.9,320.3,122.627,57.2,5.231,5.0,33.846,10.0,90.625,88.235,93.333,0.0,,1.724,0.0,0.0,1.724,90.285,95.0,1.538,26.0,32.0,7.0,2.0,0.0,20.0,0.0,0.0,0.0,1.0,30.0,17.0,20.0,3.0,17.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,65.0,2.0,13.0,,,,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,19.0,1.031,-29.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,-0.933,-0.611,-3.844,-1.652,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2018,8.0,,100.0,3.25,,6.1,0.0,10.0,65.0,65.0,3.226,0.0,0.0,409.2,330.9,468.7,0.335,100.0,5.0,1.0,6.3,92.0,93.846,89.231,89.231,70.6,85.603,127.0,39.1,0.033,1.0,2.0,1.0,2.0,47.692,6.2,5.2,45.455,0.0,243.0,326.0,284.8,332.7,133.826,63.2,5.214,5.0,30.769,10.0,93.939,94.118,93.75,0.0,,1.724,0.0,0.0,1.724,92.81,95.0,1.538,25.0,33.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,31.0,15.0,20.0,2.0,18.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,65.0,3.0,15.0,,,,,0.0,4.0,0.0,2.0,4.0,0.0,0.0,19.0,0.97,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.351,-0.514,-3.953,-1.67,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2019,9.1,,95.0,3.0,,6.5,0.0,15.0,55.0,60.0,3.226,0.0,6.667,407.9,376.7,504.4,0.198,83.0,5.0,1.0,3.0,87.0,96.667,88.333,90.0,74.683,86.611,127.0,42.3,0.033,0.333,0.667,0.333,0.667,48.333,5.0,5.2,41.935,0.0,218.0,305.3,292.4,337.6,120.911,36.8,5.571,5.0,31.667,10.0,93.548,87.5,100.0,0.0,,1.724,0.0,0.0,1.724,92.81,100.0,1.667,22.0,31.0,7.0,-5.0,0.0,20.0,1.0,0.0,1.0,0.0,29.0,14.0,20.0,3.0,17.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,60.0,3.0,13.0,,,,,0.0,6.0,0.0,3.0,6.0,0.0,0.0,20.0,0.935,-29.0,0.0,0.0,-4.0,-4.0,0.0,0.0,-1.0,-1.0,-1.979,-1.442,-3.881,-1.702,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2020,9.1,,90.0,3.0,,10.0,0.0,15.0,55.0,60.0,3.226,0.0,6.667,432.9,363.1,504.4,0.2,95.0,5.0,1.0,0.0,86.0,95.0,86.667,91.667,74.683,87.571,127.0,42.3,0.069,0.333,0.667,1.0,0.667,48.333,5.0,5.2,46.667,0.0,257.0,328.2,307.2,350.8,128.354,25.7,5.929,5.0,30.0,10.0,93.333,87.5,100.0,0.0,,1.724,0.0,0.0,1.724,92.81,100.0,1.667,23.0,30.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,29.0,14.0,20.0,3.0,17.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,60.0,2.0,14.0,,,,,0.0,3.0,1.0,2.0,2.0,0.0,0.0,20.0,1.0,-27.0,3.0,1.0,0.0,-2.0,2.0,0.0,0.0,0.0,-2.281,-1.877,-3.498,-1.723,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2021,10.0,,95.0,2.95,,3.3,0.0,15.0,60.0,59.0,3.226,0.0,6.667,492.6,462.1,504.4,0.234,88.0,5.0,1.0,0.0,93.0,88.136,76.271,83.051,74.683,93.268,127.0,43.1,0.033,0.875,1.0,0.875,1.0,49.153,5.1,5.2,60.0,0.0,239.0,348.4,331.1,355.0,129.758,22.9,6.143,5.0,22.034,10.0,96.667,93.75,100.0,0.0,,1.724,0.0,0.0,1.724,92.81,100.0,1.695,22.0,30.0,7.0,-1.0,0.0,20.0,0.0,0.0,0.0,1.0,30.0,10.0,20.0,3.0,17.0,0.0,0.0,7.0,0.0,4.0,7.0,0.0,0.0,59.0,2.0,18.0,,,,,0.0,8.0,0.0,4.0,8.0,0.0,0.0,20.0,0.967,-29.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-2.659,-1.971,-3.154,-1.755,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2022,19.0,,90.0,2.95,,13.8,0.0,20.0,70.0,59.0,3.448,6.667,6.667,505.2,465.2,504.4,0.251,72.0,5.0,1.0,0.0,90.0,96.61,76.271,79.661,74.683,83.265,127.0,43.1,0.033,0.875,1.0,0.875,1.0,47.458,11.9,5.2,58.621,0.0,204.0,370.6,346.8,416.5,132.641,13.5,5.429,5.0,25.424,10.0,89.655,86.667,100.0,0.0,,1.724,0.0,0.0,1.724,90.688,100.0,1.695,22.0,29.0,8.0,0.0,0.0,20.0,0.0,2.0,1.0,0.0,27.0,9.0,20.0,4.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,59.0,2.0,17.0,,,,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,20.0,1.034,-27.0,0.0,1.0,-2.0,-1.0,-1.0,0.0,2.0,3.0,-1.487,-2.213,-3.661,-1.784,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2023,20.0,,90.0,2.9,,10.7,0.0,25.0,65.0,58.0,3.448,6.667,6.667,531.4,465.2,504.4,0.302,72.0,5.0,1.0,0.0,88.0,100.0,79.31,84.483,74.683,73.762,127.0,43.8,0.033,0.875,1.0,0.875,1.0,46.552,12.1,5.2,57.143,0.0,249.0,381.9,302.5,410.1,129.898,19.3,5.786,5.0,22.414,10.0,89.286,86.667,100.0,0.0,,1.724,0.0,0.0,1.724,90.688,100.0,1.724,22.0,28.0,8.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,27.0,10.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,58.0,2.0,16.0,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,1.071,-27.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,3.0,-1.65,-1.956,-4.057,-1.779,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2024,33.333,,90.0,2.85,,13.3,0.0,15.0,65.0,57.0,3.448,0.0,6.667,523.8,428.1,504.4,0.291,72.0,5.0,1.0,3.3,87.0,92.982,73.684,89.474,74.683,84.835,127.0,44.6,0.0,0.6,1.5,0.8,2.0,50.877,17.544,5.3,56.667,0.0,228.0,376.2,355.8,419.4,121.198,15.4,5.429,5.0,19.298,10.0,86.667,82.353,100.0,0.0,,1.724,0.0,0.0,1.724,90.688,100.0,1.754,19.0,30.0,8.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,27.0,10.0,20.0,3.0,17.0,0.0,0.0,4.0,0.0,3.0,3.0,1.0,0.0,57.0,3.0,17.0,,,,,0.0,5.0,0.0,2.0,5.0,0.0,0.0,20.0,0.9,-27.0,1.0,0.0,-1.0,-2.0,1.0,0.0,0.0,1.0,-0.404,-2.172,-3.389,-1.789,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kolbyttemon,2025,33.333,,90.0,2.9,,13.3,0.0,20.0,55.0,58.0,0.0,0.0,0.0,523.8,428.1,504.4,0.291,72.0,0.0,1.0,0.0,87.0,87.931,67.241,82.759,74.683,84.835,127.0,43.8,0.0,0.0,0.0,0.833,1.0,48.276,17.544,5.3,56.667,0.0,228.0,376.2,355.8,419.4,121.198,15.4,5.615,5.0,20.69,10.0,86.667,82.353,100.0,0.0,,1.724,3.571,0.0,1.724,90.688,100.0,1.724,21.0,30.0,7.0,1.0,0.0,20.0,0.0,2.0,0.0,0.0,27.0,7.0,20.0,4.0,16.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,58.0,6.0,17.0,,,,,0.0,6.0,1.0,3.0,4.0,1.0,0.0,20.0,0.933,-27.0,5.0,2.0,-1.0,-4.0,3.0,0.0,2.0,0.0,-1.099,-2.571,-3.0,-1.814,5103.0,510.0,Skeda omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2015,7.1,40.0,83.5,3.25,,15.5,0.0,11.0,55.3,268.0,10.135,10.526,9.722,355.8,289.8,431.7,0.283,65.0,1.2,1.0,3.0,82.0,96.255,79.401,87.266,67.13,69.479,134.3,41.3,0.048,0.714,0.667,0.333,0.444,48.134,0.7,0.7,33.784,0.0,216.0,304.1,241.3,347.3,135.577,11.4,5.286,5.0,16.418,7.1,93.243,93.421,93.056,0.0,4.2,3.731,3.876,3.597,3.358,90.309,98.78,1.493,92.0,148.0,28.0,-6.0,0.0,82.0,1.0,5.0,15.0,7.0,145.0,59.0,82.0,9.0,69.0,4.0,1.0,5.0,0.0,4.0,5.0,0.0,0.0,268.0,24.0,50.0,,1.0,,1.0,0.0,15.0,1.0,6.0,7.0,3.0,4.0,81.0,0.811,-138.0,0.0,4.0,-10.0,-2.0,-4.0,-4.0,4.0,-2.0,-2.33,-1.431,-3.468,-1.304,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2016,7.1,40.0,83.5,3.25,,16.7,0.0,15.3,55.3,274.0,8.0,8.219,7.792,373.6,294.2,433.8,0.28,82.0,1.2,1.0,1.9,77.0,96.255,79.401,87.266,67.819,69.195,134.3,41.3,0.074,0.364,0.286,1.133,0.75,46.715,0.7,0.7,37.333,0.0,189.0,284.5,239.9,346.7,123.965,7.8,5.286,5.0,17.883,7.1,92.667,93.151,92.208,0.0,4.2,4.38,4.688,4.11,4.015,90.309,98.824,2.19,93.0,150.0,31.0,6.0,0.0,85.0,0.0,4.0,12.0,11.0,149.0,59.0,85.0,13.0,67.0,5.0,1.0,17.0,3.0,2.0,4.0,4.0,6.0,274.0,23.0,56.0,,1.0,,1.0,0.0,15.0,2.0,7.0,11.0,0.0,2.0,84.0,0.827,-138.0,7.0,2.0,2.0,-7.0,5.0,4.0,4.0,-5.0,-2.411,-1.885,-3.46,-1.272,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2017,7.1,40.0,82.6,3.13,,14.7,0.0,16.3,52.3,267.0,8.667,8.333,8.974,393.0,329.4,451.2,0.383,86.0,1.2,1.0,0.6,86.0,96.255,79.401,87.266,73.005,70.909,134.0,42.8,0.07,0.4,0.667,0.474,0.5,45.693,4.5,0.7,40.0,0.0,243.0,294.1,253.5,357.5,124.619,4.8,5.429,5.0,18.352,7.0,92.0,91.667,92.308,0.0,4.2,4.12,4.918,3.448,3.745,90.309,98.837,2.247,88.0,150.0,29.0,-7.0,0.0,86.0,0.0,3.0,13.0,10.0,142.0,53.0,86.0,14.0,68.0,4.0,1.0,9.0,2.0,4.0,6.0,0.0,1.0,267.0,24.0,60.0,,1.0,,1.0,0.0,19.0,3.0,6.0,15.0,0.0,1.0,85.0,0.78,-132.0,2.0,3.0,-10.0,-9.0,-1.0,0.0,3.0,-2.0,-2.416,-1.885,-3.428,-1.357,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2018,10.2,40.0,83.9,3.08,,10.9,0.0,12.6,51.7,266.0,8.163,8.333,8.0,395.4,320.3,457.9,0.222,81.0,1.2,1.0,2.0,76.0,94.737,80.451,85.338,69.95,71.524,131.4,42.6,0.074,1.333,1.143,0.8,0.8,46.617,5.3,0.7,40.816,0.0,214.0,310.3,257.2,359.6,127.381,11.7,5.357,5.0,19.173,8.0,94.558,94.444,94.667,0.0,4.2,5.263,5.645,4.93,4.135,91.549,98.851,2.256,89.0,147.0,30.0,-1.0,0.0,88.0,0.0,2.0,12.0,11.0,149.0,50.0,87.0,11.0,73.0,3.0,2.0,12.0,0.0,8.0,12.0,0.0,0.0,266.0,25.0,60.0,,1.0,,1.0,0.0,15.0,5.0,7.0,9.0,1.0,0.0,86.0,0.81,-138.0,0.0,6.0,-3.0,3.0,-6.0,0.0,2.0,1.0,-2.429,-1.715,-3.448,-1.278,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2019,3.3,40.0,82.8,3.09,,9.2,0.0,12.6,44.8,267.0,6.338,8.824,4.054,443.7,353.9,508.6,0.321,86.0,2.3,1.0,0.0,82.0,93.633,77.154,85.393,69.583,67.976,133.3,43.1,0.112,0.5,0.5,0.786,0.7,46.067,2.6,0.7,41.549,0.0,213.0,344.6,268.3,394.7,136.475,13.3,5.333,5.0,21.723,6.9,93.662,92.647,94.595,0.0,4.2,5.618,6.504,4.861,4.494,91.549,97.701,1.873,95.0,142.0,30.0,1.0,0.0,87.0,1.0,5.0,9.0,16.0,143.0,47.0,87.0,11.0,73.0,3.0,2.0,11.0,3.0,5.0,6.0,2.0,0.0,267.0,27.0,59.0,,1.0,,1.0,0.0,14.0,2.0,10.0,12.0,0.0,0.0,85.0,0.88,-127.0,5.0,2.0,-3.0,-6.0,3.0,0.0,4.0,-5.0,-3.055,-1.889,-3.281,-1.264,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2020,3.3,40.0,83.5,2.99,,7.5,0.6,16.5,43.5,252.0,4.478,4.918,4.11,447.0,358.1,496.5,0.226,87.0,2.3,1.0,0.7,90.0,96.825,78.968,88.095,72.125,68.745,131.8,44.1,0.113,0.214,0.25,0.263,0.364,44.048,1.2,0.7,44.03,0.0,228.0,326.5,276.7,402.5,127.689,13.2,6.0,5.0,21.825,8.2,93.284,91.803,94.521,0.0,4.2,5.556,5.405,5.674,3.968,91.549,100.0,1.19,90.0,134.0,28.0,-15.0,0.0,87.0,2.0,1.0,6.0,16.0,141.0,45.0,85.0,14.0,69.0,2.0,2.0,5.0,2.0,2.0,3.0,0.0,0.0,252.0,24.0,59.0,,1.0,,1.0,0.0,19.0,3.0,8.0,14.0,2.0,0.0,85.0,0.881,-125.0,2.0,5.0,-14.0,-11.0,-3.0,0.0,-1.0,-6.0,-3.179,-2.062,-3.508,-1.327,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2021,3.3,80.0,84.9,2.99,,6.7,0.0,17.4,46.5,251.0,4.478,4.918,4.11,469.8,386.5,528.8,0.352,94.0,2.3,1.0,2.1,89.0,97.211,83.665,92.032,73.09,71.918,132.0,44.2,0.123,1.167,1.667,1.0,1.667,44.223,0.8,0.7,45.522,0.0,247.0,373.5,310.4,431.6,139.106,11.8,5.733,5.0,22.709,8.1,96.269,95.082,97.26,0.0,4.2,5.179,5.405,5.0,3.586,91.549,97.674,1.594,90.0,134.0,27.0,-1.0,0.0,86.0,1.0,0.0,6.0,18.0,146.0,46.0,86.0,15.0,69.0,2.0,2.0,7.0,0.0,5.0,7.0,0.0,0.0,251.0,21.0,61.0,,1.0,,1.0,0.0,7.0,1.0,3.0,6.0,0.0,0.0,84.0,0.873,-128.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,2.0,-2.899,-2.114,-3.609,-1.409,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2022,6.1,100.0,83.9,2.94,,9.7,0.0,17.2,46.0,254.0,2.985,3.39,2.667,487.8,389.9,535.1,0.323,85.0,2.3,1.0,1.4,88.0,92.52,80.709,88.189,72.865,72.943,132.1,44.9,0.136,1.75,1.667,0.944,1.0,43.701,3.9,0.7,47.761,0.0,238.0,364.9,319.2,437.6,130.601,19.6,5.867,5.0,22.441,8.0,97.015,98.305,96.0,0.0,4.2,6.299,5.405,6.993,4.331,92.13,100.0,1.575,90.0,134.0,30.0,3.0,0.0,89.0,0.0,4.0,4.0,20.0,147.0,43.0,87.0,15.0,71.0,1.0,2.0,17.0,3.0,10.0,14.0,0.0,0.0,254.0,23.0,64.0,,1.0,,1.0,0.0,18.0,5.0,6.0,8.0,5.0,0.0,87.0,0.896,-127.0,3.0,10.0,-1.0,6.0,-7.0,0.0,4.0,4.0,-2.497,-2.153,-3.187,-1.315,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2023,6.1,100.0,79.8,2.91,,6.7,0.0,20.2,42.6,270.0,2.685,3.03,2.41,512.0,415.7,552.9,0.301,85.0,2.3,1.0,2.8,85.0,90.37,78.519,81.852,75.185,74.54,130.9,45.0,0.122,3.143,3.75,3.429,4.25,44.444,4.1,0.7,48.993,0.0,207.0,409.1,352.8,473.3,139.15,23.4,5.357,5.0,22.963,8.5,93.289,93.939,92.771,0.0,4.2,9.63,9.167,10.0,6.296,92.13,93.617,0.741,91.0,149.0,30.0,16.0,0.0,90.0,2.0,1.0,4.0,19.0,156.0,47.0,94.0,19.0,73.0,2.0,2.0,24.0,2.0,15.0,22.0,0.0,0.0,270.0,25.0,73.0,,5.0,,5.0,0.0,7.0,0.0,4.0,7.0,0.0,0.0,88.0,0.812,-137.0,2.0,0.0,17.0,15.0,2.0,0.0,-1.0,11.0,-2.32,-1.994,-2.74,-0.98,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2024,3.529,100.0,84.7,2.93,,9.2,0.0,21.4,46.9,281.0,2.614,2.941,2.353,558.4,431.0,620.0,0.361,85.0,2.3,1.0,1.9,90.0,93.594,76.512,79.004,69.516,71.388,131.9,45.0,0.11,6.5,8.0,2.333,2.0,45.196,1.779,0.0,49.673,0.0,258.0,418.6,348.8,488.6,134.858,14.8,5.625,5.0,20.996,8.2,92.157,91.176,92.941,0.0,6.9,9.964,8.661,11.039,6.406,92.13,92.857,0.712,95.0,153.0,33.0,11.0,0.0,93.0,1.0,4.0,4.0,17.0,155.0,47.0,98.0,21.0,75.0,2.0,2.0,14.0,1.0,8.0,13.0,0.0,0.0,281.0,26.0,76.0,,4.0,,4.0,0.0,6.0,4.0,1.0,2.0,0.0,0.0,91.0,0.837,-138.0,1.0,4.0,8.0,11.0,-3.0,0.0,3.0,7.0,-2.32,-2.51,-3.371,-0.965,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kränge,2025,3.529,100.0,84.7,3.01,,9.2,0.0,18.37,45.9,288.0,2.548,2.74,2.381,558.4,431.0,620.0,0.361,85.0,0.0,1.0,1.205,90.0,94.444,72.917,80.208,69.516,71.388,134.0,44.5,0.11,1.889,2.0,1.417,1.714,45.486,1.779,0.0,50.318,0.0,258.0,418.6,348.8,488.6,134.858,18.9,5.563,5.0,19.792,8.2,92.157,91.176,92.941,0.0,6.9,10.417,9.16,11.465,6.597,92.13,94.898,1.389,95.0,157.0,36.0,7.0,0.0,95.0,0.0,2.0,4.0,17.0,155.0,47.0,98.0,18.0,78.0,2.0,2.0,17.0,0.0,12.0,17.0,0.0,0.0,288.0,27.0,79.0,,3.0,,3.0,0.0,12.0,2.0,6.0,9.0,0.0,1.0,93.0,0.834,-138.0,0.0,2.0,5.0,8.0,-2.0,-1.0,2.0,6.0,-2.501,-2.212,-3.536,-0.929,1603.0,160.0,Malmslätts omland,Landsbygd,Yttre landsbygd,6,1,Standard
Kungsberget,2015,17.3,90.0,44.8,1.53,31.132,31.3,3.0,68.7,5.6,2232.0,7.246,5.432,8.852,290.6,254.2,318.5,0.356,32.0,59.1,1.0,4.9,76.5,75.153,37.117,50.745,79.812,81.055,61.1,39.9,0.35,0.686,0.73,0.833,0.777,48.029,15.9,4.7,27.536,1.0,214.0,217.6,195.1,240.7,97.013,46.6,2.625,3.0,3.495,58.8,78.145,76.79,79.344,9.6,4.4,14.158,14.179,14.138,12.142,80.417,5.054,4.48,208.0,1725.0,299.0,-102.0,541.0,1671.0,13.0,19.0,125.0,488.0,1396.0,757.0,1484.0,1020.0,377.0,87.0,1055.0,539.0,113.0,208.0,295.0,81.0,50.0,2232.0,342.0,475.0,92.0,92.0,40.0,,26.0,647.0,142.0,285.0,430.0,62.0,13.0,75.0,0.294,-908.0,194.0,204.0,-108.0,-135.0,-10.0,37.0,6.0,-77.0,0.267,0.931,5.886,0.015,1221.0,122.0,Tannefors,Stadsdel,Inre staden,3,1,Standard
Kungsberget,2016,15.7,90.9,44.8,1.53,31.338,29.1,2.2,67.6,5.6,2256.0,6.92,5.399,8.27,304.3,269.3,334.1,0.34,78.0,58.7,1.0,4.3,79.0,75.153,37.117,50.745,80.605,81.605,61.1,39.9,0.313,0.788,0.836,1.026,0.979,48.626,13.1,4.7,28.547,1.2,231.0,229.4,205.4,251.7,99.956,42.3,2.875,3.0,3.679,58.8,79.066,76.564,81.284,9.6,4.4,15.248,15.223,15.272,12.899,80.417,4.976,3.989,216.0,1734.0,306.0,24.0,541.0,1639.0,15.0,24.0,120.0,448.0,1430.0,738.0,1487.0,1005.0,392.0,90.0,1024.0,551.0,121.0,204.0,304.0,74.0,52.0,2256.0,344.0,495.0,92.0,92.0,40.0,,37.0,537.0,95.0,244.0,386.0,42.0,14.0,74.0,0.301,-982.0,195.0,137.0,14.0,-82.0,58.0,38.0,9.0,-40.0,-0.041,0.886,5.926,0.073,1221.0,122.0,Tannefors,Stadsdel,Inre staden,3,1,Standard
